miRNA,lncRNA
hsa-miR-526b-3p,SLIRP
hsa-miR-526b-3p,SMAD3
hsa-miR-526b-3p,SMG1P7
hsa-miR-526b-3p,SMNDC1
hsa-miR-526b-3p,SMYD5
hsa-miR-526b-3p,SND1
hsa-miR-526b-3p,SNHG1
hsa-miR-526b-3p,SNHG16
hsa-miR-526b-3p,SNHG5
hsa-miR-526b-3p,SNRK.AS1
hsa-miR-526b-3p,SOD1
hsa-miR-526b-3p,SPATA5L1
hsa-miR-526b-3p,SPATS2
hsa-miR-526b-3p,SPECC1L
hsa-miR-526b-3p,SPG7
hsa-miR-526b-3p,SRRM2
hsa-miR-526b-3p,SRRT
hsa-miR-526b-3p,SRSF2
hsa-miR-526b-3p,SRSF7
hsa-miR-526b-3p,SS18L1
hsa-miR-526b-3p,ST18
hsa-miR-526b-3p,ST7L
hsa-miR-526b-3p,STAG3L5P
hsa-miR-526b-3p,STARD13
hsa-miR-526b-3p,STARD3NL
hsa-miR-526b-3p,STARD4
hsa-miR-526b-3p,STAT3
hsa-miR-526b-3p,STK11
hsa-miR-526b-3p,STK17A
hsa-miR-526b-3p,STMN1
hsa-miR-526b-3p,STT3B
hsa-miR-526b-3p,SUDS3P1
hsa-miR-526b-3p,SUZ12P
hsa-miR-526b-3p,SVIP
hsa-miR-526b-3p,SYMPK
hsa-miR-526b-3p,TAF1D
hsa-miR-526b-3p,TAF9
hsa-miR-526b-3p,TBC1D23
hsa-miR-526b-3p,TBC1D31
hsa-miR-526b-3p,TBL1XR1
hsa-miR-526b-3p,TBX19
hsa-miR-526b-3p,TFAM
hsa-miR-526b-3p,TIMM17A
hsa-miR-526b-3p,TLR1
hsa-miR-526b-3p,TM9SF3
hsa-miR-526b-3p,TMEM138
hsa-miR-526b-3p,TMEM161B.AS1
hsa-miR-526b-3p,TMEM214
hsa-miR-526b-3p,TMEM218
hsa-miR-526b-3p,TMEM69
hsa-miR-526b-3p,TMPO.AS1
hsa-miR-526b-3p,TNKS1BP1
hsa-miR-526b-3p,TNRC6A
hsa-miR-526b-3p,TNRC6B
hsa-miR-526b-3p,TOR1AIP2
hsa-miR-526b-3p,TPRKB
hsa-miR-526b-3p,TRA2A
hsa-miR-526b-3p,TSIX
hsa-miR-526b-3p,TSSC1
hsa-miR-526b-3p,TTC28.AS1
hsa-miR-526b-3p,TTC33
hsa-miR-526b-3p,TTC3P1
hsa-miR-526b-3p,TUG1
hsa-miR-526b-3p,TXNDC15
hsa-miR-526b-3p,TXNIP
hsa-miR-526b-3p,U2AF1
hsa-miR-526b-3p,U91328.19
hsa-miR-526b-3p,UBAP2L
hsa-miR-526b-3p,UBE2E1
hsa-miR-526b-3p,UBQLN1
hsa-miR-526b-3p,UBR3
hsa-miR-526b-3p,UBXN2A
hsa-miR-526b-3p,UHRF1BP1L
hsa-miR-526b-3p,ULK1
hsa-miR-526b-3p,USB1
hsa-miR-526b-3p,USP16
hsa-miR-526b-3p,USP32P1
hsa-miR-526b-3p,USP34
hsa-miR-526b-3p,USP39
hsa-miR-526b-3p,USP47
hsa-miR-526b-3p,VEZT
hsa-miR-526b-3p,VMP1
hsa-miR-526b-3p,VPS13A
hsa-miR-526b-3p,VTRNA2.1
hsa-miR-526b-3p,WAC.AS1
hsa-miR-526b-3p,WBSCR22
hsa-miR-526b-3p,WDR27
hsa-miR-526b-3p,WDR61
hsa-miR-526b-3p,WWP1
hsa-miR-526b-3p,XIAP
hsa-miR-526b-3p,XIST
hsa-miR-526b-3p,XPO1
hsa-miR-526b-3p,YARS
hsa-miR-526b-3p,YLPM1
hsa-miR-526b-3p,YTHDF3.AS1
hsa-miR-526b-3p,YWHAB
hsa-miR-526b-3p,YWHAQP6
hsa-miR-526b-3p,ZBTB8OS
hsa-miR-526b-3p,ZC3H14
hsa-miR-526b-3p,ZCCHC4
hsa-miR-526b-3p,ZDHHC17
hsa-miR-526b-3p,ZFYVE21
hsa-miR-526b-3p,ZMYM2
hsa-miR-526b-3p,ZNF131
hsa-miR-526b-3p,ZNF143
hsa-miR-526b-3p,ZNF283
hsa-miR-526b-3p,ZNF419
hsa-miR-526b-3p,ZNF43
hsa-miR-526b-3p,ZNF542
hsa-miR-526b-3p,ZNF767
hsa-miR-526b-3p,ZNF800
hsa-miR-526b-3p,ZNF91
hsa-miR-526b-5p,ACTG1P12
hsa-miR-526b-5p,ACTG1P14
hsa-miR-526b-5p,CDC42P6
hsa-miR-526b-5p,CTD.2160D9.1
hsa-miR-526b-5p,ENO1P1
hsa-miR-526b-5p,FGD5.AS1
hsa-miR-526b-5p,MALAT1
hsa-miR-526b-5p,MTHFD1P1
hsa-miR-526b-5p,NAMPTL
hsa-miR-526b-5p,NEAT1
hsa-miR-526b-5p,RNU11
hsa-miR-526b-5p,RP1.146I3.1
hsa-miR-526b-5p,RPL3P4
hsa-miR-527,EIF1P3
hsa-miR-527,HOXA10.HOXA9
hsa-miR-527,LINC00657
hsa-miR-527,MALAT1
hsa-miR-527,NEAT1
hsa-miR-527,RP11.217B1.2
hsa-miR-527,RPS3P6
hsa-miR-527,SLMO2.ATP5E
hsa-miR-527,ZFAS1
hsa-miR-532-3p,CG17475
hsa-miR-532-3p,AATK.AS1
hsa-miR-532-3p,ABR
hsa-miR-532-3p,AC002116.8
hsa-miR-532-3p,AC002398.12
hsa-miR-532-3p,AC002401.1
hsa-miR-532-3p,AC004967.7
hsa-miR-532-3p,AC005329.7
hsa-miR-532-3p,AC005559.3
hsa-miR-532-3p,AC005730.2
hsa-miR-532-3p,AC006547.13
hsa-miR-532-3p,AC007559.1
hsa-miR-532-3p,AC007796.1
hsa-miR-532-3p,AC008865.1
hsa-miR-532-3p,AC008982.2
hsa-miR-532-3p,AC009133.12
hsa-miR-532-3p,AC009133.15
hsa-miR-532-3p,AC010504.2
hsa-miR-532-3p,AC010620.1
hsa-miR-532-3p,AC011284.3
hsa-miR-532-3p,AC016739.2
hsa-miR-532-3p,AC020663.1
hsa-miR-532-3p,AC024560.3
hsa-miR-532-3p,AC074117.10
hsa-miR-532-3p,AC084125.4
hsa-miR-532-3p,AC090587.2
hsa-miR-532-3p,AC100791.1
hsa-miR-532-3p,AC104308.2
hsa-miR-532-3p,AC109828.1
hsa-miR-532-3p,AC113189.5
hsa-miR-532-3p,AC114788.2
hsa-miR-532-3p,AC125421.1
hsa-miR-532-3p,AC132872.1
hsa-miR-532-3p,AC135048.13
hsa-miR-532-3p,ACADVL
hsa-miR-532-3p,ACIN1
hsa-miR-532-3p,ACTB
hsa-miR-532-3p,ACTN4
hsa-miR-532-3p,ADAM10
hsa-miR-532-3p,ADSL
hsa-miR-532-3p,AES
hsa-miR-532-3p,AF001548.5
hsa-miR-532-3p,AFG3L1P
hsa-miR-532-3p,AGPAT5
hsa-miR-532-3p,AHSA1
hsa-miR-532-3p,AHSA2
hsa-miR-532-3p,AKT1
hsa-miR-532-3p,AL022341.3
hsa-miR-532-3p,AMDHD2
hsa-miR-532-3p,AP001062.7
hsa-miR-532-3p,AP003419.16
hsa-miR-532-3p,AP006621.5
hsa-miR-532-3p,APEX1
hsa-miR-532-3p,APH1A
hsa-miR-532-3p,ARF4
hsa-miR-532-3p,ARFRP1
hsa-miR-532-3p,ARGLU1
hsa-miR-532-3p,ARID2
hsa-miR-532-3p,ARL2
hsa-miR-532-3p,ARRDC3
hsa-miR-532-3p,ASPDH
hsa-miR-532-3p,ATAD2
hsa-miR-532-3p,ATG12
hsa-miR-532-3p,ATP1A1OS
hsa-miR-532-3p,ATXN2
hsa-miR-532-3p,ATXN3
hsa-miR-532-3p,AUNIP
hsa-miR-532-3p,BBIP1
hsa-miR-532-3p,BCL2
hsa-miR-532-3p,BCLAF1
hsa-miR-532-3p,BLOC1S5.TXNDC5
hsa-miR-532-3p,BRD2.IT1
hsa-miR-532-3p,BRF1
hsa-miR-532-3p,BRWD1
hsa-miR-532-3p,C11orf30
hsa-miR-532-3p,C17orf76.AS1
hsa-miR-532-3p,C1orf132
hsa-miR-532-3p,C1orf43
hsa-miR-532-3p,C22orf43
hsa-miR-532-3p,C4orf46
hsa-miR-532-3p,C5orf45
hsa-miR-532-3p,C6orf3
hsa-miR-532-3p,C7orf55
hsa-miR-532-3p,C7orf60
hsa-miR-532-3p,C9orf3
hsa-miR-532-3p,C9orf72
hsa-miR-532-3p,CAMTA2
hsa-miR-532-3p,CANX
hsa-miR-532-3p,CAPN10.AS1
hsa-miR-532-3p,CARS2
hsa-miR-532-3p,CASC7
hsa-miR-532-3p,CASP8AP2
hsa-miR-532-3p,CCDC112
hsa-miR-532-3p,CCDC12
hsa-miR-532-3p,CCDC142
hsa-miR-532-3p,CCDC24
hsa-miR-532-3p,CCDC6
hsa-miR-532-3p,CCDC88A
hsa-miR-532-3p,CCL27
hsa-miR-532-3p,CCNL1
hsa-miR-532-3p,CCNL2
hsa-miR-532-3p,CCT6P4
hsa-miR-532-3p,CD151
hsa-miR-532-3p,CD164
hsa-miR-532-3p,CD47
hsa-miR-532-3p,CDC27
hsa-miR-532-3p,CDCA3
hsa-miR-532-3p,CFTR
hsa-miR-532-3p,CHEK1
hsa-miR-532-3p,chr22.38_28785274.29006793.1
hsa-miR-532-3p,CLK1
hsa-miR-532-3p,CLOCK
hsa-miR-532-3p,CLPX
hsa-miR-532-3p,CNPY2
hsa-miR-532-3p,COL27A1
hsa-miR-532-3p,COPS3
hsa-miR-532-3p,COX10.AS1
hsa-miR-532-3p,CREBZF
hsa-miR-532-3p,CROCCP2
hsa-miR-532-3p,CRTC2
hsa-miR-532-3p,CTA.14H9.5
hsa-miR-532-3p,CTA.217C2.1
hsa-miR-532-3p,CTA.315H11.2
hsa-miR-532-3p,CTA.941F9.10
hsa-miR-532-3p,CTB.129O4.1
hsa-miR-532-3p,CTB.55O6.12
hsa-miR-532-3p,CTB.89H12.4
hsa-miR-532-3p,CTBP1
hsa-miR-532-3p,CTC.228N24.3
hsa-miR-532-3p,CTC.273B12.8
hsa-miR-532-3p,CTC.281B15.1
hsa-miR-532-3p,CTC.425O23.2
hsa-miR-532-3p,CTC.444N24.6
hsa-miR-532-3p,CTC.459F4.3
hsa-miR-532-3p,CTD.2017D11.1
hsa-miR-532-3p,CTD.2033A16.1
hsa-miR-532-3p,CTD.2044J15.1
hsa-miR-532-3p,CTD.2050E21.2
hsa-miR-532-3p,CTD.2201E18.3
hsa-miR-532-3p,CTD.2228K2.7
hsa-miR-532-3p,CTD.2314B22.2
hsa-miR-532-3p,CTD.2328D6.1
hsa-miR-532-3p,CTD.2530N21.4
hsa-miR-532-3p,CTD.2555O16.2
hsa-miR-532-3p,CTDSP2
hsa-miR-532-3p,CTPS1
hsa-miR-532-3p,CYB561A3
hsa-miR-532-3p,CYB5R3
hsa-miR-532-3p,CYP4F32P
hsa-miR-532-3p,DAZAP1
hsa-miR-532-3p,DBNL
hsa-miR-532-3p,DCAF8
hsa-miR-532-3p,DCTN3
hsa-miR-532-3p,DCUN1D4
hsa-miR-532-3p,DDAH2
hsa-miR-532-3p,DDHD2
hsa-miR-532-3p,DDX17
hsa-miR-532-3p,DGKA
hsa-miR-532-3p,DHPS
hsa-miR-532-3p,DHRS4.AS1
hsa-miR-532-3p,DIAPH1
hsa-miR-532-3p,DLEU2
hsa-miR-532-3p,DMKN
hsa-miR-532-3p,DMTF1
hsa-miR-532-3p,DNAJB2
hsa-miR-532-3p,DNAJC3.AS1
hsa-miR-532-3p,E2F4
hsa-miR-532-3p,E4F1
hsa-miR-532-3p,Ednra
hsa-miR-532-3p,EGLN2
hsa-miR-532-3p,EIF1AD
hsa-miR-532-3p,EIF3G
hsa-miR-532-3p,EIF3J.AS1
hsa-miR-532-3p,EIF4G1
hsa-miR-532-3p,EIF4G2
hsa-miR-532-3p,ELOVL5
hsa-miR-532-3p,EME2
hsa-miR-532-3p,EPB41L4A.AS1
hsa-miR-532-3p,ERGIC2
hsa-miR-532-3p,ESYT1
hsa-miR-532-3p,EXOC3
hsa-miR-532-3p,FAM132B
hsa-miR-532-3p,FAM47DP
hsa-miR-532-3p,FANCL
hsa-miR-532-3p,FBXO17
hsa-miR-532-3p,FBXO38
hsa-miR-532-3p,FGF9
hsa-miR-532-3p,FLJ44511
hsa-miR-532-3p,FLVCR1.AS1
hsa-miR-532-3p,FNBP4
hsa-miR-532-3p,FOXH1
hsa-miR-532-3p,FSTL1
hsa-miR-532-3p,FTSJ3
hsa-miR-532-3p,Ftx
hsa-miR-532-3p,GAB1
hsa-miR-532-3p,GABRA2
hsa-miR-532-3p,GAS5
hsa-miR-532-3p,GATA2.AS1
hsa-miR-532-3p,GCSHP5
hsa-miR-532-3p,GGA3
hsa-miR-532-3p,GGCX
hsa-miR-532-3p,GNAS.AS1
hsa-miR-532-3p,GNB2L1
hsa-miR-532-3p,GNB3
hsa-miR-532-3p,GNPTG
hsa-miR-532-3p,GOLT1B
hsa-miR-532-3p,GORASP2
hsa-miR-532-3p,GPI
hsa-miR-532-3p,GPT
hsa-miR-532-3p,GRB10
hsa-miR-532-3p,GSK3A
hsa-miR-532-3p,GUK1
hsa-miR-532-3p,GUSBP11
hsa-miR-532-3p,GYS1
hsa-miR-532-3p,H19
hsa-miR-532-3p,h19
hsa-miR-532-3p,H2AFY
hsa-miR-532-3p,H2AFZ
hsa-miR-532-3p,H3F3B
hsa-miR-532-3p,H6PD
hsa-miR-532-3p,HCG11
hsa-miR-532-3p,HCG15
hsa-miR-532-3p,HCG18
hsa-miR-532-3p,HCG25
hsa-miR-532-3p,HDAC10
hsa-miR-532-3p,HGS
hsa-miR-532-3p,HLA.F.AS1
hsa-miR-532-3p,HMGCS1
hsa-miR-532-3p,HNRNPH1
hsa-miR-532-3p,HNRNPH3
hsa-miR-532-3p,HNRNPL
hsa-miR-532-3p,HNRNPU.AS1
hsa-miR-532-3p,HOXA.AS3
hsa-miR-532-3p,HOXC5
hsa-miR-532-3p,hsa.mir.125a
hsa-miR-532-3p,HSPA9
hsa-miR-532-3p,HTATIP2
hsa-miR-532-3p,IAH1
hsa-miR-532-3p,IFNAR2
hsa-miR-532-3p,ILF3
hsa-miR-532-3p,ILF3.AS1
hsa-miR-532-3p,ILK
hsa-miR-532-3p,INO80E
hsa-miR-532-3p,INSIG2
hsa-miR-532-3p,INTS6
hsa-miR-532-3p,IRF3
hsa-miR-532-3p,IRGQ
hsa-miR-532-3p,KANSL1
hsa-miR-532-3p,KANSL1L
hsa-miR-532-3p,KB.1460A1.5
hsa-miR-532-3p,KB.1732A1.1
hsa-miR-532-3p,KCNQ1OT1
hsa-miR-532-3p,KDM4A.AS1
hsa-miR-532-3p,KIAA1984.AS1
hsa-miR-532-3p,KMT2E.AS1
hsa-miR-532-3p,LA16c.349E10.1
hsa-miR-532-3p,LA16c.358B7.3
hsa-miR-532-3p,LAMTOR5.AS1
hsa-miR-532-3p,LDHAP4
hsa-miR-532-3p,LIME1
hsa-miR-532-3p,LINC00087
hsa-miR-532-3p,LINC00176
hsa-miR-532-3p,LINC00202.1
hsa-miR-532-3p,LINC00273
hsa-miR-532-3p,LINC00294
hsa-miR-532-3p,LINC00311
hsa-miR-532-3p,LINC00334
hsa-miR-532-3p,LINC00476
hsa-miR-532-3p,LINC00657
hsa-miR-532-3p,LINC00661
hsa-miR-532-3p,LINC00674
hsa-miR-532-3p,LINC00894
hsa-miR-532-3p,LINC00910
hsa-miR-532-3p,LINC00958
hsa-miR-532-3p,LINC00963
hsa-miR-532-3p,LINC01505
hsa-miR-532-3p,LOC100131564
hsa-miR-532-3p,LOC100132891
hsa-miR-532-3p,LOC100270746
hsa-miR-532-3p,LOC100506548
hsa-miR-532-3p,LOC728613
hsa-miR-532-3p,LPIN1
hsa-miR-532-3p,LRRC41
hsa-miR-532-3p,LRRC45
hsa-miR-532-3p,LRRD1
hsa-miR-532-3p,LTBP3
hsa-miR-532-3p,LYPLA1P3
hsa-miR-532-3p,MAFG.AS1
hsa-miR-532-3p,MALAT1
hsa-miR-532-3p,MAMDC4
hsa-miR-532-3p,MAN2A1
hsa-miR-532-3p,MAN2C1
hsa-miR-532-3p,MAP2K2
hsa-miR-532-3p,MAPK1IP1L
hsa-miR-532-3p,MATR3
hsa-miR-532-3p,MAX
hsa-miR-532-3p,MBD6
hsa-miR-532-3p,MBNL1
hsa-miR-532-3p,MCOLN2
hsa-miR-532-3p,MDH1
hsa-miR-532-3p,MFGE8
hsa-miR-532-3p,MFSD4
hsa-miR-532-3p,MFSD8
hsa-miR-532-3p,MGRN1
hsa-miR-532-3p,MIEN1
hsa-miR-532-3p,MIR10A
hsa-miR-532-3p,MIR1792
hsa-miR-532-3p,MIR4534
hsa-miR-532-3p,MIR4697HG
hsa-miR-532-3p,MIR4720
hsa-miR-532-3p,MIR600HG
hsa-miR-532-3p,MOB1A
hsa-miR-532-3p,MPP3
hsa-miR-532-3p,MRPL51
hsa-miR-532-3p,MRPS25
hsa-miR-532-3p,MRPS33
hsa-miR-532-3p,MSI2
hsa-miR-532-3p,MSNP1
hsa-miR-532-3p,MTERFD2
hsa-miR-532-3p,MTPAP
hsa-miR-532-3p,MT.RNR2
hsa-miR-532-3p,NAP1L4
hsa-miR-532-3p,NAPEPLD
hsa-miR-532-3p,NARF.IT1
hsa-miR-532-3p,NARG2
hsa-miR-532-3p,NBN
hsa-miR-532-3p,NCKAP5L
hsa-miR-532-3p,NDST2
hsa-miR-532-3p,NDUFA6.AS1
hsa-miR-532-3p,NDUFAF7
hsa-miR-532-3p,NEAT1
hsa-miR-532-3p,NFKBID
hsa-miR-532-3p,NFXL1
hsa-miR-532-3p,NLGN2
hsa-miR-532-3p,NME1
hsa-miR-532-3p,NME4
hsa-miR-532-3p,NONHSAG000483
hsa-miR-532-3p,NONHSAG000542
hsa-miR-532-3p,NONHSAG001036
hsa-miR-532-3p,NONHSAG001180
hsa-miR-532-3p,NONHSAG001462
hsa-miR-532-3p,NONHSAG002238
hsa-miR-532-3p,NONHSAG003196
hsa-miR-532-3p,NONHSAG003508
hsa-miR-532-3p,NONHSAG003589
hsa-miR-532-3p,NONHSAG003590
hsa-miR-532-3p,NONHSAG004063
hsa-miR-532-3p,NONHSAG004065
hsa-miR-532-3p,NONHSAG004391
hsa-miR-532-3p,NONHSAG004977
hsa-miR-532-3p,NONHSAG004978
hsa-miR-532-3p,NONHSAG005685
hsa-miR-532-3p,NONHSAG006086
hsa-miR-532-3p,NONHSAG006153
hsa-miR-532-3p,NONHSAG006783
hsa-miR-532-3p,NONHSAG006908
hsa-miR-532-3p,NONHSAG007363
hsa-miR-532-3p,NONHSAG007490
hsa-miR-532-3p,NONHSAG008077
hsa-miR-532-3p,NONHSAG008515
hsa-miR-532-3p,NONHSAG008536
hsa-miR-532-3p,NONHSAG008671
hsa-miR-532-3p,NONHSAG009101
hsa-miR-532-3p,NONHSAG009749
hsa-miR-532-3p,NONHSAG009916
hsa-miR-532-3p,NONHSAG010677
hsa-miR-532-3p,NONHSAG010809
hsa-miR-532-3p,NONHSAG011053
hsa-miR-532-3p,NONHSAG011239
hsa-miR-532-3p,NONHSAG011409
hsa-miR-532-3p,NONHSAG012317
hsa-miR-532-3p,NONHSAG012846
hsa-miR-532-3p,NONHSAG013145
hsa-miR-532-3p,NONHSAG013514
hsa-miR-532-3p,NONHSAG013546
hsa-miR-532-3p,NONHSAG013576
hsa-miR-532-3p,NONHSAG014377
hsa-miR-532-3p,NONHSAG014490
hsa-miR-532-3p,NONHSAG014700
hsa-miR-532-3p,NONHSAG016640
hsa-miR-532-3p,NONHSAG016976
hsa-miR-532-3p,NONHSAG017579
hsa-miR-532-3p,NONHSAG017899
hsa-miR-532-3p,NONHSAG018175
hsa-miR-532-3p,NONHSAG018177
hsa-miR-532-3p,NONHSAG019064
hsa-miR-532-3p,NONHSAG019270
hsa-miR-532-3p,NONHSAG019789
hsa-miR-532-3p,NONHSAG020714
hsa-miR-532-3p,NONHSAG021100
hsa-miR-532-3p,NONHSAG021947
hsa-miR-532-3p,NONHSAG022204
hsa-miR-532-3p,NONHSAG022358
hsa-miR-532-3p,NONHSAG022392
hsa-miR-532-3p,NONHSAG022818
hsa-miR-532-3p,NONHSAG022846
hsa-miR-532-3p,NONHSAG023020
hsa-miR-532-3p,NONHSAG023081
hsa-miR-532-3p,NONHSAG023091
hsa-miR-532-3p,NONHSAG023787
hsa-miR-532-3p,NONHSAG024296
hsa-miR-532-3p,NONHSAG024349
hsa-miR-532-3p,NONHSAG025186
hsa-miR-532-3p,NONHSAG025198
hsa-miR-532-3p,NONHSAG025370
hsa-miR-532-3p,NONHSAG026311
hsa-miR-532-3p,NONHSAG026393
hsa-miR-532-3p,NONHSAG026483
hsa-miR-532-3p,NONHSAG028360
hsa-miR-532-3p,NONHSAG028388
hsa-miR-532-3p,NONHSAG028707
hsa-miR-532-3p,NONHSAG028819
hsa-miR-532-3p,NONHSAG030162
hsa-miR-532-3p,NONHSAG030301
hsa-miR-532-3p,NONHSAG030823
hsa-miR-532-3p,NONHSAG031559
hsa-miR-532-3p,NONHSAG031663
hsa-miR-532-3p,NONHSAG031708
hsa-miR-532-3p,NONHSAG031712
hsa-miR-532-3p,NONHSAG032011
hsa-miR-532-3p,NONHSAG032168
hsa-miR-532-3p,NONHSAG032218
hsa-miR-532-3p,NONHSAG032337
hsa-miR-532-3p,NONHSAG032397
hsa-miR-532-3p,NONHSAG032956
hsa-miR-532-3p,NONHSAG033708
hsa-miR-532-3p,NONHSAG034051
hsa-miR-532-3p,NONHSAG034303
hsa-miR-532-3p,NONHSAG034442
hsa-miR-532-3p,NONHSAG034845
hsa-miR-532-3p,NONHSAG034911
hsa-miR-532-3p,NONHSAG035073
hsa-miR-532-3p,NONHSAG035143
hsa-miR-532-3p,NONHSAG035154
hsa-miR-532-3p,NONHSAG035745
hsa-miR-532-3p,NONHSAG035866
hsa-miR-532-3p,NONHSAG035902
hsa-miR-532-3p,NONHSAG036012
hsa-miR-532-3p,NONHSAG036036
hsa-miR-532-3p,NONHSAG037274
hsa-miR-532-3p,NONHSAG037369
hsa-miR-532-3p,NONHSAG037496
hsa-miR-532-3p,NONHSAG037589
hsa-miR-532-3p,NONHSAG037599
hsa-miR-532-3p,NONHSAG037675
hsa-miR-532-3p,NONHSAG037979
hsa-miR-532-3p,NONHSAG038395
hsa-miR-532-3p,NONHSAG038417
hsa-miR-532-3p,NONHSAG038549
hsa-miR-532-3p,NONHSAG038752
hsa-miR-532-3p,NONHSAG039553
hsa-miR-532-3p,NONHSAG039651
hsa-miR-532-3p,NONHSAG039669
hsa-miR-532-3p,NONHSAG039878
hsa-miR-532-3p,NONHSAG040969
hsa-miR-532-3p,NONHSAG041005
hsa-miR-532-3p,NONHSAG041748
hsa-miR-532-3p,NONHSAG042344
hsa-miR-532-3p,NONHSAG042393
hsa-miR-532-3p,NONHSAG042478
hsa-miR-532-3p,NONHSAG042750
hsa-miR-532-3p,NONHSAG043230
hsa-miR-532-3p,NONHSAG043313
hsa-miR-532-3p,NONHSAG044129
hsa-miR-532-3p,NONHSAG044316
hsa-miR-532-3p,NONHSAG044503
hsa-miR-532-3p,NONHSAG044774
hsa-miR-532-3p,NONHSAG045238
hsa-miR-532-3p,NONHSAG046846
hsa-miR-532-3p,NONHSAG047570
hsa-miR-532-3p,NONHSAG048036
hsa-miR-532-3p,NONHSAG048056
hsa-miR-532-3p,NONHSAG048074
hsa-miR-532-3p,NONHSAG048207
hsa-miR-532-3p,NONHSAG048332
hsa-miR-532-3p,NONHSAG048505
hsa-miR-532-3p,NONHSAG049637
hsa-miR-532-3p,NONHSAG050002
hsa-miR-532-3p,NONHSAG050293
hsa-miR-532-3p,NONHSAG050538
hsa-miR-532-3p,NONHSAG050955
hsa-miR-532-3p,NONHSAG050957
hsa-miR-532-3p,NONHSAG050962
hsa-miR-532-3p,NONHSAG051563
hsa-miR-532-3p,NONHSAG052014
hsa-miR-532-3p,NONHSAG052174
hsa-miR-532-3p,NONHSAG052186
hsa-miR-532-3p,NONHSAG052449
hsa-miR-532-3p,NONHSAG053180
hsa-miR-532-3p,NONHSAG053377
hsa-miR-532-3p,NONHSAG053670
hsa-miR-532-3p,NONHSAG053786
hsa-miR-532-3p,NONHSAG053805
hsa-miR-532-3p,NONHSAG053894
hsa-miR-532-3p,NONHSAG053895
hsa-miR-532-3p,NONHSAG054085
hsa-miR-532-3p,NONHSAG054781
hsa-miR-532-3p,NONHSAG055089
hsa-miR-532-3p,NONHSAG055189
hsa-miR-532-3p,NONHSAG055318
hsa-miR-532-3p,NOP14.AS1
hsa-miR-532-3p,NRG4
hsa-miR-532-3p,NUDT17
hsa-miR-532-3p,NUP62
hsa-miR-532-3p,NUP98
hsa-miR-532-3p,NUTM2A.AS1
hsa-miR-532-3p,OAZ1
hsa-miR-532-3p,OIP5.AS1
hsa-miR-532-3p,OSTM1
hsa-miR-532-3p,P2RX4
hsa-miR-532-3p,P2RY11
hsa-miR-532-3p,P4HB
hsa-miR-532-3p,PABPC4
hsa-miR-532-3p,PAFAH1B2
hsa-miR-532-3p,PARP1P1
hsa-miR-532-3p,PARP6
hsa-miR-532-3p,PATL2
hsa-miR-532-3p,PCAT2
hsa-miR-532-3p,PCOLCE.AS1
hsa-miR-532-3p,PCSK6
hsa-miR-532-3p,PDCD10
hsa-miR-532-3p,PDCD4
hsa-miR-532-3p,PDCD6
hsa-miR-532-3p,PDE7A
hsa-miR-532-3p,PDHX
hsa-miR-532-3p,PDLIM5
hsa-miR-532-3p,PET112
hsa-miR-532-3p,PHB2
hsa-miR-532-3p,PHF21A
hsa-miR-532-3p,PHLDB1
hsa-miR-532-3p,PIAS1
hsa-miR-532-3p,PNPT1
hsa-miR-532-3p,POC1B
hsa-miR-532-3p,PPAP2A
hsa-miR-532-3p,PPM1F
hsa-miR-532-3p,PPP1R37
hsa-miR-532-3p,PPP1R3E
hsa-miR-532-3p,PPP2CB
hsa-miR-532-3p,PPP2R1A
hsa-miR-532-3p,PRKRIP1
hsa-miR-532-3p,PRMT1
hsa-miR-532-3p,PRR7.AS1
hsa-miR-532-3p,PRSS53
hsa-miR-532-3p,PRUNE
hsa-miR-532-3p,PSMA4
hsa-miR-532-3p,PSME2
hsa-miR-532-3p,PTCHD3P1
hsa-miR-532-3p,PTOV1
hsa-miR-532-3p,PTP4A1P1
hsa-miR-532-3p,PTPN2
hsa-miR-532-3p,RAB11A
hsa-miR-532-3p,RAB21
hsa-miR-532-3p,RABL6
hsa-miR-532-3p,RAN
hsa-miR-532-3p,RBM3
hsa-miR-532-3p,RBM34
hsa-miR-532-3p,RCN2
hsa-miR-532-3p,RDH13
hsa-miR-532-3p,RELT
hsa-miR-532-3p,RFNG
hsa-miR-532-3p,RHBDD3
hsa-miR-532-3p,RIOK3
hsa-miR-532-3p,RMDN3
hsa-miR-532-3p,RN7SKP63
hsa-miR-532-3p,RN7SL284P
hsa-miR-532-3p,RN7SL798P
hsa-miR-532-3p,RNASET2
hsa-miR-532-3p,RNF146
hsa-miR-532-3p,RNF149
hsa-miR-532-3p,RNF216P1
hsa-miR-532-3p,RNU12
hsa-miR-532-3p,RNU4.25P
hsa-miR-532-3p,RP11.1055B8.4
hsa-miR-532-3p,RP11.1082L8.2
hsa-miR-532-3p,RP11.1100L3.8
hsa-miR-532-3p,RP11.1217F2.1
hsa-miR-532-3p,RP11.126K1.9
hsa-miR-532-3p,RP11.135A24.4
hsa-miR-532-3p,RP11.139K4.4
hsa-miR-532-3p,RP11.13N13.2
hsa-miR-532-3p,RP11.150O12.1
hsa-miR-532-3p,RP11.156E6.1
hsa-miR-532-3p,RP11.156E8.1
hsa-miR-532-3p,RP11.159D12.2
hsa-miR-532-3p,RP11.159F24.6
hsa-miR-532-3p,RP11.161M6.2
hsa-miR-532-3p,RP11.168G16.2
