"hsa.miR.101.1","hsa.miR.103a.1","hsa.miR.103a.2","hsa.miR.122","hsa.miR.124.2","hsa.miR.124.3","hsa.miR.125a.5p","hsa.miR.126.3p","hsa.miR.127.3p","hsa.miR.128.1","hsa.miR.128.2","hsa.miR.129.1","hsa.miR.130a.3p","hsa.miR.133b","hsa.miR.134.5p","hsa.miR.135a.2","hsa.miR.138.1","hsa.miR.138.2","hsa.miR.139.5p","hsa.miR.144.3p","hsa.miR.147a","hsa.miR.148a.3p","hsa.miR.148b.3p","hsa.miR.149.5p","hsa.miR.150.5p","hsa.miR.152.3p","hsa.miR.153.1","hsa.miR.154.5p","hsa.miR.15a.5p","hsa.miR.16.1","hsa.miR.16.2","hsa.miR.181c.5p","hsa.miR.183.5p","hsa.miR.185.5p","hsa.miR.187.3p","hsa.miR.190a","hsa.miR.192.5p","hsa.miR.194.2","hsa.miR.195.5p","hsa.miR.196a.1","hsa.miR.197.3p","hsa.miR.199a.1","hsa.miR.200a.3p","hsa.miR.200b.3p","hsa.miR.200c.3p","hsa.miR.203a","hsa.miR.204.5p","hsa.miR.210.3p","hsa.miR.211.5p","hsa.miR.212.3p","hsa.miR.216a","hsa.miR.217.5p","hsa.miR.218.1","hsa.miR.218.2","hsa.miR.219a.1","hsa.miR.219a.2","hsa.miR.221.3p","hsa.miR.222.3p","hsa.miR.223.3p","hsa.miR.23a.3p","hsa.miR.24.2","hsa.miR.25.3p","hsa.miR.26a.1","hsa.miR.26a.2","hsa.miR.26b.5p","hsa.miR.299","hsa.miR.29b.1","hsa.miR.30a","hsa.miR.30b.5p","hsa.miR.30c.1","hsa.miR.30c.2","hsa.miR.30d.5p","hsa.miR.31.5p","hsa.miR.32.5p","hsa.miR.326","hsa.miR.330.3p","hsa.miR.34b.5p","hsa.miR.375.3p","hsa.miR.377.3p","hsa.miR.382.5p","hsa.miR.429","hsa.miR.455.5p","hsa.miR.485","hsa.miR.495.3p","hsa.miR.503.5p","hsa.miR.504.5p","hsa.miR.516b.1","hsa.miR.622","hsa.miR.7.2","hsa.miR.9.1","hsa.miR.93.5p","hsa.miR.98.5p","hsa.miR.99a.5p","hsa.let.7a.1","hsa.let.7a.2","hsa.let.7c","hsa.let.7d.5p","hsa.let.7f.1","hsa.let.7f.2","hsa.let.7g","ACOXL-AS1","ADORA2A-AS1","AFAP1-AS1","AGPAT4-IT1","AQP4-AS1","ARHGAP5-AS1","ARRDC1-AS1","ASB16-AS1","ATP6V0E2-AS1","BAALC-AS2","C1RL-AS1","C20orf187","C5orf17","C8orf31","CASC2","CCDC26","CELF2-AS1","CIRBP-AS1","CLEC12A-AS1","COL18A1-AS1","CSNK1G2-AS1","CTC-338M12.4","DANT2","DAOA-AS1","DDC-AS1","DGCR11","DGCR5","DIAPH2-AS1","DKFZp779M0652","DLEU1","DLEU2","DLEU2L","DLGAP1-AS1","DSCR4","DSCR9","EMC3-AS1","EPB41L4A-AS1","ERC2-IT1","ERVK13-1","EWSAT1","EXOC3-AS1","FAM138D","FAM201B","FAM215A","FAM222A-AS1","FAM230B","FAM27E5","FAM30A","FAM83A-AS1","FAM87A","FBXL19-AS1","FER1L6-AS2","FLJ30679","FLJ30901","FLJ34503","FLJ37035","FLJ37453","FLJ38576","FLJ40194","FLJ42102","GAS8-AS1","GASAL1","GRIK1-AS1","GRIK1-AS2","H1FX-AS1","HAND2-AS1","HCG4","HCG9","HCP5","HNF1A-AS1","HOXB-AS3","HSPC102","IGF2-AS","JMJD1C-AS1","JPX","KCNQ1DN","KCTD21-AS1","KIAA0087","KIAA1656","KLF3-AS1","KTN1-AS1","KU-MEL-3","LCA10","LCAL1","LGALS8-AS1","LINC00028","LINC00114","LINC00161","LINC00167","LINC00174","LINC00189","LINC00221","LINC00268","LINC00299","LINC00301","LINC00302","LINC00303","LINC00304","LINC00305","LINC00315","LINC00324","LINC00326","LINC00334","LINC00337","LINC00467","LINC00469","LINC00474","LINC00476","LINC00479","LINC00518","LINC00525","LINC00526","LINC00527","LINC00528","LINC00544","LINC00575","LINC00596","LINC00602","LINC00615","LINC00643","LINC00652","LINC00656","LINC00661","LINC00665","LINC00670","LINC00671","LINC00687","LINC00839","LINC00851","LINC00893","LINC00898","LINC00905","LINC00909","LINC00943","LINC00951","LINC00982","LINC00994","LINC01101","LINC01128","LINC01138","LINC01164","LINC01165","LINC01341","LINC01405","LINC01446","LINC01465","LINC01512","LINC01530","LINC01551","LINC01554","LINC01559","LINC01560","LINC01561","LINC01567","LINC01602","LINC01620","LINC01658","LINC01711","LINC01783","LINC01879","LINC01949","LINC01951","LINC01973","LINC02072","LINC02167","LINC02291","LINC02324","LINC02363","LINC02370","LINC02487","LOC100049716","LOC100128288","LOC100128398","LOC100128653","LOC100128988","LOC100129455","LOC100131496","LOC100132686","LOC100133091","LOC100287792","LOC100289580","LOC100294362","LOC100505501","LOC100506271","LOC100506730","LOC100996455","LOC101928673","LOC101928957","LOC101929163","LOC101930026","LOC102723566","LOC102723968","LOC102724194","LOC105369183","LOC105369520","LOC105371114","LOC105372733","LOC105372990","LOC105373042","LOC105375091","LOC105376485","LOC151760","LOC254028","LOC284788","LOC284912","LOC286359","LOC339059","LOC399975","LOC400710","LOC400940","LOC401191","LOC401261","LOC401320","LOC401357","LOC401554","LOC440934","LOC441179","LOC642648","LOC643406","LOC646029","LOC646383","LOC646471","LOC84214","LOC90768","LOC93463","LPEQ6126","LRRC2-AS1","LRRC75A-AS1","MACROD2-IT1","MALAT1","MAP3K14-AS1","MAPKAPK5-AS1","MAPT-AS1","MATN1-AS1","MGC27345","MGC32805","MIR503HG","MIR570HG","MIR600HG","MIR646HG","MIR7-3HG","MIR99AHG","MRGPRG-AS1","MTUS2-AS1","NBR2","NOL4L-DT","NPCDR1","PCAT18","PCAT4","PINK1-AS","PP12613","PP7080","PSORS1C3","PWAR6","RAET1E-AS1","RAMP2-AS1","RHPN1-AS1","RMRP","RPPH1","SATB2-AS1","SCARNA1","SCARNA10","SCARNA17","SCARNA23","SCARNA5","SCARNA6","SCARNA7","SCARNA8","SCARNA9","SCARNA9L","SCOC-AS1","SHANK2-AS3","SNAI3-AS1","SNHG12","SNHG17","SPART-AS1","SPATA41","SSBP3-AS1","TAPT1-AS1","TCL6","TERC","TFAP2A-AS1","THUMPD3-AS1","TPT1-AS1","TRHDE-AS1","TSPEAR-AS2","TTC28-AS1","TTTY11","UBXN7-AS1","UCA1","UMODL1-AS1","UPK1A-AS1","VLDLR-AS1","VTRNA1-1","WEE2-AS1","ZFAS1","ZNF252P-AS1","ZNF295-AS1","ZNF667-AS1","ZNRF3-AS1"
78.26598,38.1567,81.39669,20.78272,35.29316,8.89736,157.23423,11.55513,99.42263,58.97155,59.39875,149.7745,22.43741,41.72629,48.46546,2.44175,194.64898,39.37752,231.13722,76.23425,91.54676,1.82343,128.15893,167.18568,87.66218,41.78985,20.77574,18.6895,675.94076,63.84307,15.37351,80.36222,34.65829,166.97662,121.12352,1.81331,49.54613,153.0157,73.2215,88.066,155.21609,4.46397,12.83269,65.7047,57.91397,309.71802,93.37205,536.64921,153.39184,196.29974,13.36379,6.66777,14.18574,58.0525,723.9516,78.46032,49.35345,13.87696,639.41232,225.97077,49.04408,112.64683,46.7428,41.54436,82.65662,13.8659,13.31209,15.02971,28.89773,131.92498,46.83764,37.97897,43.93788,53.29232,562.53044,47.06412,26.80619,217.11639,7.41033,24.21917,71.66783,49.04412,35.84638,1.66206,22.31012,76.47241,4.99051,452.30662,55.4121,27.21595,61.29407,37.11547,45.48549,74.97597,46.85644,15.60992,94.41798,119.49049,32.48656,119.14612,46.20571,82.48241,32.69164,92.48725,36.6722,39.44804,117.99105,185.63991,165.81448,27.04769,127.8228,5.86297,341.50108,81.68486,56.71661,16.42774,212.00795,202.73425,218.91109,236.06117,116.90086,162.65912,149.40412,32.25074,239.00528,112.75916,183.91847,15.1701,195.09987,125.6035,664.92974,51.24738,183.96703,45.97926,50.42978,150.74302,391.50961,43.40878,441.99606,51.15904,128.09811,91.40223,190.45797,289.28215,24.10672,37.55874,75.2009,139.514875,75.90285,63.60688,76.85951,29.56665,93.53698,130.46964,40.89659,83.34476,157.45379,166.73195,82.15051,74.80065,52.22185,86.5039,40.3051,90.48075,102.43569,19.06728,495.45997,23.13016,1161.64199,57.64541,137.09615,420.71086,292.3507,244.96318,86.30941,107.19123,87.87283,40.20933,16.4836,125.73902,110.43637,7.8377,117.59521,39.9366,206.95586,41.03768,32.43826,19.31408,50.5418,91.14375,19.80321,18.66542,2483.43089,83.77901,18.59734,25.54911,18.49101,170.95454,47.67706,108.234,142.14982,13.03263,84.65799,21.42147,27.46076,37.00299,24.12586,264.02016,103.37398,50.51447,78.39295,131.69187,42.75061,181.13253,72.43811,6.20959,38.13294,100.00053,59.28626,40.2526,50.40226,135.13328,54.31505,35.06472,24.16064,120.21822,47.92279,106.53649,34.93518,172.602965,136.52342,71.4993,255.64409,54.05691,27.64535,246.93193,22.02828,16.25358,82.40649,504.31434,100.82973,29.32445,32.23327,71.58996,24.23992,373.01955,35.51459,24.64149,22.50607,392.84665,16.4978,117.58395,62.97529,46.3386,93.05006,42.64805,8.35204,43.03829,90.07506,29.5909,75.53729,61.518655,23.47988,41.38252,188.37795,17.11384,24.39398,50.63909,56.80066,9.90223,177.90136,100.29272,145.69241,50.53952,13.15632,48.87515,24.3225,81.90441,306.3208,36.26217,23.31304,61.63462,29.45225,66.23257,31.34412,56.66099,111.24255,85.0601,106.2356,95.37795,250.94381,117.02543,147.83727,241.72055,71.91455,96.47095,332.1585725,56.97252,48.20452,29.15431,23.70923,34.1178,59.33346,38.95938,69.9874,30.85997,44.08682,24.76471,50.16265,81.38119,18.44076,773.66973,520.4744,200.63363,55.74044,84.93186,58.70911,266.74187,16.78949,51.76564,530.22058,89.10089,36.50099,128.47876,61.8526,58.65944,148.01149,845.52324,12.61682,9611.26729,114.0732,168.71215,285.98336,67.24771,120.59257,14.13954,792.03948,77.95465,111.83035,56.90144,74.59335,16.84293,83.45273,67.72438,157.04016,73.91071,155.94949,84.32745,2.36874,139.28008,22.52573,368.84005,29.05485,51.62767,283.65309,646.3004,40.18528,5339.30758,1408.31903,27.30282,139.40143,1269.5476,5216.30447,7.13697,920.2834,949.94127,2033.12053,190.60886,1319.372205,304.972665,41.9658,89.01815,15.705,266.6582,128.17857,19.84477,32.1434,126.3859,383.09171,96.73128,206.49864,31.94107,135.08978,236.005365,640.36436,123.2022,49.29174,13.94234,52.01327,54.48696,49.809,81.35683,72.99123,9.82558,84.04665,752.60179,71.64341,57.96103,92.53246,51.32262
28.36676,34.14955,65.50062,27.98656,38.16542,5.36007,134.46083,10.40028,108.54533,90.83395,64.30681,167.34771,39.0266,34.78838,62.04602,5.02418,169.69617,58.29622,211.34909,38.06543,87.38811,4.92617,93.63127,176.17468,89.33584,59.5043,19.31445,22.76982,637.21885,63.26187,32.03999,74.15144,31.08834,142.38155,124.08441,3.17289,54.41876,151.38327,68.69188,103.24934,149.71707,1.42315,10.54203,81.49782,73.67364,332.73656,82.30318,448.45688,124.45625,167.1428,19.79849,9.89329,18.24664,66.54462,718.37002,69.75296,48.79667,13.94109,177.04943,206.91506,44.77177,139.09511,54.34619,24.98802,95.66319,14.014,14.62748,11.04294,33.30246,108.35261,35.52638,24.86594,37.82743,51.12501,559.18632,57.366,33.65973,212.68547,24.54477,41.98191,61.43215,74.78515,47.7168,5.96841,42.02234,104.70777,12.46061,306.10176,70.61326,39.73487,49.57118,33.69332,53.51784,60.83407,38.83781,7.28984,96.81769,104.79423,26.87258,96.91575,44.02144,119.16763,36.87333,126.15947,45.36054,36.72844,114.07639,190.2065,85.64493,32.88146,101.65679,11.62835,311.25909,77.80952,50.63333,18.38679,124.89615,152.78174,146.76179,261.23575,94.56885,144.35492,101.57251,25.21871,226.29087,82.20788,196.00868,22.87768,167.63044,129.30003,968.52546,76.43188,377.21037,41.31401,50.58276,94.99263,395.59192,45.3544,315.77009,53.1367,139.72113,75.9311,189.52308,246.63801,30.06201,13.80842,59.56874,47.12504,74.02021,46.97527,92.32229,25.74251,83.2016,105.10564,35.70983,89.00402,106.01028,138.12333,89.85767,92.83403,46.68529,135.22549,27.10477,65.67252,114.8169,8.8302,405.04973,32.32649,1463.8337,40.94146,114.70936,132.57219,278.40955,233.03123,71.78112,88.61878,53.09126,59.41682,23.24408,116.22568,100.08111,14.67562,111.37,26.99815,220.10398,54.59766,38.37388,23.27581,47.2725,91.26063,16.43158,27.37305,1874.933193,110.04094,19.973,39.29716,36.79918,180.12815,42.12725,97.40262,131.95103,12.81663,127.5862,44.0307,49.21209,47.61558,21.10452,215.92753,121.98002,46.11721,61.50224,111.00799,28.24648,215.20291,43.09381,25.05434,32.1493,98.06724,46.77479,46.333765,56.71746,55.28021,56.54734,49.95471,32.98615,115.92039,42.22461,97.74431,54.83531,193.80418,161.28012,74.07688,299.27565,35.65927,32.88161,165.93168,28.79049,35.01714,63.56206,627.40564,116.09645,33.33722,30.42623,77.37908,34.67225,441.79795,44.35614,28.51209,41.52102,432.58377,24.8148,124.57489,64.19227,51.12543,77.26012,46.48217,18.78649,58.41867,103.88341,37.48905,96.97506,60.7261,26.75626,51.51075,164.09886,15.95787,18.75613,61.86426,74.84512,29.80322,160.16048,116.98269,104.4388,51.97909,23.12514,58.65345,44.34717,75.04099,311.71147,32.50458,24.69631,69.21953,46.50751,59.16188,45.08916,48.92964,138.90956,90.76003,112.85356,99.073285,206.38226,105.35497,160.24386,268.95352,79.72819,84.79042,306.5924075,55.80225,48.15601,35.67045,31.8234,52.5925,50.5942,11.07947,60.83227,36.02558,42.08246,31.39584,68.47926,62.64498,57.56824,466.51862,367.18012,115.28829,46.45121,87.27058,60.93712,213.09769,16.63422,33.70222,469.26625,69.69308,29.95427,81.19812,74.83728,53.1287,141.09652,780.57961,17.9945,8595.32247,114.2944,137.87547,329.02021,56.82081,164.71239,18.92149,749.63333,95.94358,45.04803,36.30992,94.99541,19.99531,77.54875,67.31068,205.32813,47.09931,23.27418,80.09478,7.1357,100.42223,32.31311,291.07984,24.03871,44.34246,302.22883,687.75166,61.97591,5090.35376,813.59575,35.02927,180.54095,961.95518,4607.380755,18.21378,892.34613,537.85345,3082.88195,201.92923,1703.32457,405.486325,49.63827,119.98271,61.40347,265.39473,154.24424,14.83474,36.57669,111.22059,259.10399,52.5792,249.90373,41.30201,96.6076,196.73129,772.42974,126.76821,44.70161,21.72565,46.58299,61.09895,70.63747,110.65256,78.30557,2.20398,78.48759,664.70044,73.33853,85.94996,23.96904,56.72947
71.96839,34.51309,103.96069,15.1413,49.50511,8.04052,216.49799,12.00858,173.94083,80.82024,81.44205,226.80988,50.77256,55.34101,65.75237,5.83693,318.52638,54.06685,400.10083,32.64922,131.12941,10.19028,173.1507,221.89486,163.8888,69.93977,25.26984,17.33587,412.75674,51.68922,23.2363,123.91211,36.8231,227.72439,146.77574,2.98172,79.22214,202.71044,134.50951,108.40878,251.92915,13.71942,13.02666,109.55023,108.58862,323.1443,144.83557,496.08517,263.52303,234.48712,29.82495,16.5232,18.25516,64.36822,636.53621,103.96284,75.379,31.1041,618.45811,320.95993,67.81587,165.7091,77.38324,47.85078,119.21767,12.74435,26.79972,19.81359,39.94851,178.55697,61.04793,29.535,64.03911,64.03767,778.90136,85.14573,47.26953,252.86746,15.41674,29.69387,153.64689,118.21028,70.05056,5.62282,51.51492,146.27475,27.57347,412.65675,87.6009,59.14462,98.68793,32.20579,65.11666,87.17572,37.44355,7.35617,102.56519,103.28652,24.03457,137.77223,57.40084,172.82832,63.52571,117.38431,46.44548,62.70865,115.14051,252.55734,131.73331,27.46181,160.28886,7.81909,441.91822,131.09964,78.87002,30.61852,247.28297,289.27224,323.67336,345.59746,173.28073,125.82829,150.76868,28.61104,318.02045,103.59902,247.85491,29.56369,248.61811,121.33902,416.0933,56.09063,207.88507,79.54519,51.78748,140.03441,239.51021,61.32128,344.69181,60.06152,113.28981,120.65843,286.25472,272.40801,43.50752,52.05722,88.62946,153.37629,109.60967,83.47872,82.2871,57.38769,126.40156,168.95493,50.84543,99.40861,165.40939,188.75602,115.28726,123.19138,64.17247,111.92308,42.80372,98.69706,161.51233,32.68527,563.03799,51.89003,1213.8574,90.03904,183.58052,484.72256,392.81602,344.6364,60.90984,138.80557,88.45235,84.48807,39.09901,98.72652,115.88961,28.48632,122.68801,35.06219,240.55274,58.0007,53.49669,29.43283,64.16602,113.27267,45.98799,37.75546,2270.38664,99.47525,25.85332,58.11863,63.1811,233.38948,36.8915,127.90909,106.27104,16.75076,126.70952,39.84353,39.43002,51.41798,41.6329,198.5053,179.57096,57.23225,102.10062,143.78727,72.12149,189.59419,81.40528,33.01205,49.93389,138.32862,75.09524,63.12041,63.83358,179.21502,59.4334,59.39554,37.12656,191.70055,61.18997,139.6472,74.16347,177.89989,158.11442,88.35078,144.46284,61.53737,57.29363,226.765235,30.69422,41.81727,68.10547,529.10252,139.1144,47.26364,49.34709,100.10775,41.35588,483.23577,67.15172,32.00112,58.31442,459.23006,32.4437,117.61544,82.14922,85.44944,175.13636,88.64931,17.55471,95.3605,145.74858,33.57493,105.41494,94.677555,33.76411,68.23764,265.34818,20.50548,29.05514,99.54327,100.42613,32.66963,139.21525,138.612,136.28605,70.38974,30.17802,80.23293,53.22937,83.74411,390.17443,52.68122,47.3322,109.24846,39.33528,111.83787,55.48303,87.09544,156.16993,125.22671,206.57135,166.790615,373.44901,125.56057,218.87293,325.31472,94.75711,129.84297,343.5076675,96.02289,67.1438,50.78837,32.83836,71.29655,73.71332,21.60663,124.19156,52.66578,85.78772,22.50917,75.43039,78.7742,49.54729,674.4744,442.89543,347.36396,76.12885,112.32887,78.91524,475.35288,42.68525,73.07687,258.59877,104.59553,86.30744,146.96737,91.79109,101.52626,243.04081,515.52943,18.969,8840.92713,141.73602,96.79758,415.4949,85.21673,155.55572,19.52882,836.35215,101.17363,151.9917,74.29147,111.70525,32.72422,165.08377,99.59143,173.26699,46.77913,116.62391,94.60174,1.00194,168.57024,47.39207,305.63253,34.84157,18.21154,358.12942,854.96259,79.17251,3619.40109,646.57111,42.9716,96.19595,675.63097,4257.235425,12.09247,645.05715,582.80192,753.47785,178.28415,1108.499265,201.418945,47.40916,162.05592,41.94413,208.03485,185.99426,15.7937,46.93531,149.06171,382.94014,159.80866,128.90761,39.09125,105.48768,190.50252,803.28275,164.27099,63.68583,27.89222,105.92859,97.22673,106.12266,188.9417,121.52203,4.42035,99.44955,454.64624,120.0141,111.70105,111.00311,86.91462
66.20279,50.65681,82.32447,12.25864,55.16519,15.44274,200.00715,15.98004,113.64121,73.22444,77.59222,183.47753,38.83788,49.73057,49.89554,12.50887,274.59433,57.80327,281.35408,58.37109,108.7478,5.16342,121.19499,206.55004,114.72787,69.1831,28.93844,16.98167,737.88643,67.77866,30.59044,98.11702,54.4865,170.21214,130.27248,4.2759,60.48786,147.98796,90.03793,111.09242,200.57726,6.80168,12.64758,85.01733,86.79538,313.66497,98.34694,513.10936,201.19214,222.72513,22.31086,8.96965,11.9641,82.5373,755.60299,89.64927,46.65408,22.78817,489.5378,260.84474,43.80031,127.46539,61.87012,33.76568,99.37285,13.64814,19.67091,19.58704,30.34148,132.49143,60.99688,32.53543,58.09635,56.71495,672.98433,72.44651,37.72279,357.26225,19.75438,35.96766,87.47291,81.07797,55.349,7.57335,38.51399,103.69764,12.48331,427.9419,78.13127,40.52496,87.94078,27.68281,74.04428,69.02417,57.80046,5.99444,117.1621,125.04757,34.58181,143.85652,50.83021,142.09291,56.82534,97.19033,50.91262,50.43205,91.70717,186.53071,179.63995,19.37895,112.9694,12.41052,332.85127,103.30796,65.31912,32.20462,202.3418,230.34453,229.88021,304.80529,160.91022,148.18084,137.55658,39.65253,273.15986,104.53819,248.37164,23.85006,195.26092,133.00131,771.75647,59.27209,216.95637,52.28225,53.43444,131.27696,326.23693,56.02821,411.83215,60.72884,117.05335,104.64751,257.86577,345.79332,34.94316,49.20968,89.4492,114.26233,111.5549,61.52191,76.88899,43.94939,107.34353,146.42747,43.1248,82.40002,156.58256,166.77541,113.13455,97.27994,58.64992,120.62408,43.6976,103.82911,125.39006,39.81274,420.78759,33.01423,1209.68762,53.00111,144.49013,265.85678,343.1351,267.15328,88.27808,112.55058,77.36081,68.01683,33.69226,142.54715,120.83717,23.43391,136.85986,12.75325,237.14789,46.3329,50.33303,25.96752,52.59108,81.40778,28.09721,24.74038,1540.26081,61.76604,30.85571,49.01399,42.72687,246.43516,41.67572,121.64336,104.33677,12.10906,123.83579,39.86477,40.90775,38.44993,33.02054,252.62978,137.77028,53.1926,94.53998,137.57149,49.46953,179.59861,77.71253,19.24209,45.48693,108.27716,54.04519,58.185115,60.82083,179.67669,54.81679,66.56796,38.54241,116.86029,48.89043,116.17735,71.15064,128.092025,153.35735,85.06259,249.25599,60.19122,46.52803,149.653515,20.28828,29.97144,62.34173,545.31257,129.48804,33.91936,33.17292,76.24539,37.77303,443.10362,56.32481,29.76074,41.92025,464.10818,20.52826,114.70355,81.11757,64.1487,150.19853,58.47641,23.48977,55.59726,94.75789,35.59181,90.4331,74.497795,22.19084,46.21365,245.26351,15.37666,21.16292,77.79283,113.1309,17.20214,133.89096,102.18392,156.27288,57.96209,23.27899,66.72539,32.29073,90.37125,312.94568,44.13102,37.60493,76.43577,41.23878,93.8274,44.91026,84.29163,134.8822,107.1056,148.95385,102.6827,276.6594,126.68162,208.40825,321.62194,88.19263,96.37585,356.4154875,79.52624,64.93093,59.39401,44.18028,70.96523,73.42631,34.97393,105.97532,44.04227,67.12887,34.25084,65.81381,76.00153,34.72699,656.65375,427.3048,235.57548,62.03042,109.2183,75.44653,340.0444,56.53049,44.48496,377.94617,95.16803,55.81022,153.74784,81.49596,75.5199,201.55937,736.29327,27.15886,10153.06935,129.43873,133.95472,379.92454,66.99084,139.42626,22.10646,718.44905,126.59837,109.49801,57.3075,100.6424,28.32993,114.43842,81.28122,196.5301,55.5014,232.38268,84.71872,9.40062,143.23507,32.78534,291.96899,26.37482,37.58131,364.8709,796.06486,76.83383,4527.89969,993.54662,42.36467,201.90475,1157.02207,5144.632005,8.27396,1030.70534,1247.6204,1682.78572,215.30802,1476.791795,341.991085,35.21455,137.60899,51.66462,202.19843,148.35412,18.58168,36.23435,146.29812,404.40856,138.08961,210.15284,34.53787,122.684245,220.89058,795.47399,139.81334,57.54538,20.92591,67.03697,85.45147,65.46367,138.00384,112.85592,3.65494,106.75218,499.24125,109.66182,96.61092,115.55925,73.17815
71.85644,42.15494,87.0038,15.50089,48.55521,16.67944,149.24845,16.30846,107.20567,64.14941,54.23464,158.61909,38.143,53.07903,72.87046,4.16984,200.64577,37.52799,245.80714,48.55925,88.81162,7.45192,132.73285,185.20667,94.95786,56.15133,16.43022,20.74443,810.45815,67.10485,24.43889,80.16481,27.46538,165.82517,129.15961,5.45526,47.12632,131.71361,84.9009,100.50452,181.66988,4.18095,25.19464,88.90655,72.31454,287.64519,79.10451,481.72441,148.00047,175.77687,15.58457,6.0988,20.04847,66.26174,555.22576,94.77936,51.52502,20.99184,565.39764,234.06787,41.90535,140.38823,49.74609,37.27892,103.89685,16.54492,34.4172,16.60821,26.66481,112.76601,46.67304,42.68467,55.94048,69.62223,606.7521,55.13223,33.41298,225.96036,14.20921,37.5536,64.17853,69.00451,42.7185,5.95351,42.78543,115.5512,14.21675,363.59414,64.57643,39.9003,68.73868,36.72317,51.1624,74.14373,45.75862,9.89479,112.38107,158.13124,40.82374,154.19559,45.59,110.08634,57.62494,104.00618,58.51082,47.20937,112.56284,220.62407,181.46836,25.6224,120.71456,8.58768,359.77604,103.24646,51.77493,30.60924,227.28478,227.78302,218.9443,312.07368,118.63676,193.37505,123.21334,31.25372,209.47959,109.0498,222.43348,23.13847,192.14973,109.61997,745.95684,57.13517,236.65108,48.18776,45.07247,109.29446,409.55931,68.46377,384.76429,50.07498,135.30241,86.7534,182.96104,279.03596,40.17043,32.99735,83.44324,129.66254,89.61445,55.28972,89.18366,40.81001,104.8439,137.00086,41.25,71.25372,171.52449,147.79242,96.10077,82.34819,47.88437,123.30937,32.35844,89.66363,112.95497,26.15311,481.82875,34.02254,1169.36337,48.68942,126.38176,391.63914,280.33371,262.59934,81.60896,111.28495,60.5328,56.97086,32.06625,104.45515,131.58937,18.03298,120.58556,16.75375,197.35704,43.6485,36.77436,27.97487,58.45793,83.77546,54.46017,18.79438,1249.49348,107.78039,23.06748,46.53483,41.55391,213.94396,49.5256,100.22787,153.87321,14.69999,101.09132,48.1874,35.71977,43.82993,20.56517,247.16429,124.33057,57.81312,84.86437,130.90052,51.63154,195.98053,63.91953,21.58415,32.87491,92.90773,69.05061,53.651045,50.84797,150.9966,58.91076,56.81027,33.20946,117.21904,49.14858,97.2833,53.17462,121.297875,148.98831,80.17988,297.95703,46.50584,44.43399,144.662145,26.84452,28.35633,96.50404,527.74552,128.29179,52.70903,34.80731,63.72311,25.30244,439.67136,47.94441,22.49007,35.49216,347.41013,26.24332,130.38762,77.58233,66.46154,127.5025,51.36742,24.02139,58.9452,81.94592,39.51347,76.98907,52.488645,26.19891,38.24933,220.00606,12.49624,32.73063,85.72824,76.03554,25.67707,188.60703,137.47496,166.22015,52.50525,20.26121,60.47999,43.35197,94.19951,262.58186,56.07747,34.37987,69.20732,36.0645,74.87456,51.47391,77.28577,126.09478,100.65341,131.25372,86.5205,233.77194,96.16388,179.73357,269.11873,74.98534,67.75614,375.76998,59.31685,62.58428,41.82389,28.21127,54.63888,68.95457,25.85632,69.36451,45.6045,52.4612,41.33834,56.87286,77.21856,27.98882,681.27098,472.20086,232.62851,62.92149,91.8032,51.96397,319.90788,40.54912,37.18241,359.98869,106.68397,38.48456,94.76467,66.9498,88.69975,160.74382,972.84274,16.74621,9822.72826,129.60457,170.46178,346.15526,63.29056,147.81949,15.71244,664.55987,110.21498,126.2784,56.12958,87.23608,27.81694,89.23189,72.61417,179.80378,61.52241,183.3552,77.87014,3.65193,117.42434,37.30004,376.89283,27.90886,54.52683,345.01272,649.62194,75.82898,4008.91266,814.94721,31.99807,181.18406,1441.41292,5696.07781,11.07305,1491.61091,1180.68036,2715.71849,224.72904,1816.484605,359.26785,39.67366,104.31805,59.50702,233.96814,157.53773,22.86404,37.69201,123.47884,366.85123,154.77918,201.06414,33.642,160.50715,175.34998,763.08257,137.32692,38.11543,20.45032,69.24035,59.64966,69.80636,158.53833,90.89945,10.35303,91.6075,693.07475,95.64195,78.6787,64.99157,54.88552
