"","3","11","17","18","52","60","75","76","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","124","125","129","136","137","139","143","148","150","151","152","154","157","158","160","161","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186"
"BREA2",97.00691,85.40997,68.70685,93.38308,73.95957,78.96693,64.3301,70.77471,103.20745,59.52412,72.89751,60.56851,86.23265,70.83739,74.75199,65.42067,66.99783,77.41308,78.65542,58.25811,91.13792,62.82284,85.89989,74.54533,70.47942,60.5777,74.42641,75.72513,63.7858,91.8938,66.48721,64.87102,91.65842,93.63185,107.14066,77.66292,103.50152,75.22741,66.93732,94.99827,81.76996,75.1194,54.29277,170.71253,93.09894,84.87159,97.48205,69.39823,87.10728,54.64462,104.21203,76.43407,105.70809,66.89242,67.23283,59.66583,113.06426,107.75319,81.80493,79.37622,83.89623,69.76829,78.50679,85.83428,138.33024,58.95283,76.88643,96.06045,104.71373,88.76743,95.94574,82.23637,84.56729,71.20473,66.27907,78.7664,65.92499,91.06811,82.20255,91.38545,85.94981,74.08394
"C10orf91",101.94442,66.12947,73.50549,64.71929,74.35543,69.96527,62.12807,63.38419,66.44506,62.10039,49.94082,60.25661,60.12911,65.31287,66.51288,49.97021,64.66152,59.8812,54.30858,69.27915,74.85348,66.32663,69.94479,66.92909,68.94202,46.28578,56.41787,62.893,76.74027,94.00924,35.41638,65.27809,85.88023,81.53213,107.91165,70.94876,98.12952,70.80565,69.8749,88.18631,48.17025,64.99577,58.22572,149.54645,60.91352,89.25623,102.80447,69.58733,81.19904,87.27552,95.173,50.77422,106.22681,53.94469,66.9113,60.77235,79.92825,124.13071,59.41706,68.11168,81.11203,80.18086,39.3725,105.78112,86.45876,75.18405,66.46644,64.88576,101.30418,67.82875,66.2584,67.31433,72.05657,58.9614,62.72809,59.49859,57.09578,76.51214,79.34759,63.40382,69.36609,69.37434
"C11orf72",98.84526,63.14059,64.793,64.51794,62.17915,58.4045,42.62867,39.30859,72.65259,38.12341,54.22003,41.27702,60.95281,50.64678,53.33701,51.48996,52.24181,43.29507,44.70112,48.90216,62.19608,58.38607,63.54559,48.48127,55.72502,38.56851,51.93376,63.1669,52.01962,83.02242,39.64251,53.97906,62.01236,88.82085,99.3487,53.41207,82.87465,48.76705,45.15749,77.56428,55.04411,54.39666,43.4025,154.98724,58.2335,64.44382,172.38749,54.67254,56.47152,42.32174,98.94849,55.03167,108.45344,48.10772,58.44422,40.87834,92.79988,91.28007,39.38258,56.5798,37.35331,56.32546,49.52852,65.83159,101.58902,40.27808,70.9916,74.64697,85.37827,76.14696,86.41972,82.46006,76.47636,59.34612,59.145,72.20558,61.42198,77.99528,82.38966,70.56275,60.86551,67.47244
"C15orf54",26.76672,36.50391,33.32654,32.20603,24.24606,18.64309,43.25975,36.72604,23.58105,30.01902,40.8516,29.27504,25.03775,38.09772,39.03309,33.86021,40.92903,15.59822,37.51084,17.66582,22.81689,39.56734,19.85302,29.22795,30.97255,21.58851,67.62865,35.88934,39.57083,40.18216,27.00382,30.22743,23.12451,23.53219,36.27299,35.63441,33.53057,49.89331,21.89874,29.62906,41.10767,42.33877,36.33402,76.93097,43.15327,31.69736,44.8346,39.41612,36.83848,40.18532,31.46333,23.00706,26.5265,30.33437,24.88661,19.50976,44.57682,25.58383,24.83144,23.13309,21.0423,26.57224,6.83834,58.04753,21.79664,31.42385,35.12977,13.15122,32.14153,33.96169,39.86447,48.61314,45.82721,26.57702,20.14067,38.34067,48.40961,32.96999,39.69127,41.9408,36.58723,47.92954
"C1RL-AS1",100.9397,100.87454,122.42068,113.38006,120.31297,98.10962,122.51182,88.70939,122.65067,107.5533,120.74128,107.5638,102.58486,102.44955,93.58825,119.84335,142.54106,112.35504,134.79718,103.23157,106.26652,109.78397,120.98318,143.14621,131.40571,105.30721,126.3255,88.60826,125.89931,106.50548,99.07852,89.16977,119.38834,106.05404,134.42106,108.3899,94.59407,105.69775,118.02032,113.22189,122.28105,117.48298,122.76403,80.19825,136.73371,92.66319,92.07367,113.34576,64.70975,83.79565,112.61306,94.62057,108.2826,112.14996,114.88177,89.12318,64.11714,101.14069,113.02826,82.12336,111.33789,89.8467,105.52868,89.16771,113.59385,90.19981,110.98574,132.44762,70.91423,111.0149,72.05639,58.60264,115.3051,55.81576,85.35336,46.72201,91.56999,42.73974,59.26589,61.48132,52.62454,52.70756
"C1orf137",47.74304,55.64326,43.75077,49.47026,48.8785,39.17188,31.86185,31.36515,41.52813,42.05124,35.69008,31.74761,27.59497,35.37142,35.05368,35.75473,41.6133,30.00859,28.9823,33.25554,47.02848,39.0988,66.11695,38.77727,37.75273,21.42496,26.13967,41.95615,39.74121,54.59152,29.49829,42.27107,39.26967,45.65734,58.07027,34.4331,53.52902,39.93817,38.9748,45.92536,31.10954,35.35053,26.33567,92.49087,45.2019,59.10799,115.58167,36.41984,23.08938,26.47249,56.2837,31.75956,60.6244,36.88489,31.94735,21.67326,52.6086,77.26975,26.92247,37.63477,28.16808,31.29429,34.76888,29.7271,43.79679,35.39369,40.35292,45.30039,64.3328,35.45978,51.59073,67.71093,40.69433,32.37547,33.6475,47.14261,17.68419,57.05639,44.77622,32.32054,37.23315,23.37326
"C1orf140",110.06214,71.398,68.55217,58.48292,71.05938,79.9248,55.43386,53.82345,70.06215,52.31363,56.71865,67.74384,81.35913,60.16934,59.42172,62.2996,84.78868,51.14567,55.39509,68.96642,69.39206,72.14893,54.66808,67.82511,60.39995,45.60876,51.3549,65.16765,62.50858,98.70031,49.57603,67.65165,81.24844,93.22767,136.65768,76.16757,99.5115,62.61611,51.37348,80.32421,66.84498,67.33095,51.77709,222.68764,52.53083,89.47271,183.01268,63.59841,111.70192,61.27564,132.81123,63.07822,176.48425,54.69772,59.15953,51.95854,116.66226,122.69516,58.92513,77.09626,89.47658,81.56692,53.73925,78.28663,156.85917,29.46025,86.13676,52.46626,106.92632,65.7486,118.7219,101.59114,103.24196,70.28556,80.39336,95.07377,64.06156,88.437,104.14118,83.02148,77.60344,62.72877
"C1orf220",95.33998,147.15669,137.29769,153.51252,141.12563,105.95676,123.6805,133.84573,165.18682,182.08207,173.13429,212.40629,208.42326,178.87358,158.96082,105.15733,200.29298,140.83726,252.07653,156.94205,136.51513,187.8512,77.06514,106.78391,177.79266,105.32482,180.63568,108.59704,142.85955,101.35718,153.55402,194.85308,225.56191,231.30053,203.35423,141.19706,158.15896,165.08421,242.75809,117.10604,133.96987,130.5407,145.39938,144.00891,161.87754,113.07951,153.95633,128.85321,117.30803,168.40069,159.55797,297.49452,116.78766,199.27046,128.4481,175.41114,191.50832,130.68424,143.22065,184.63687,163.87845,127.2803,181.03731,215.48267,182.0202,185.93451,180.1722,264.9775,133.80938,99.00963,165.64318,129.06539,158.07258,139.08309,186.76079,141.86328,183.50649,176.17692,176.23908,187.74783,242.25543,185.20069
"C20orf187",10.2412,11.389,12.45232,10.53388,11.04127,11.24531,10.89389,12.00269,14.83749,11.88625,9.10513,11.14835,10.71681,8.62909,10.18643,9.54163,9.03314,3.43981,9.85628,8.95381,9.44047,4.80882,2.9238,10.00859,9.75542,4.43926,9.97513,13.41826,8.00438,8.33971,9.37002,11.13228,8.76248,11.93271,17.37996,13.20088,14.86662,11.27122,11.79568,9.97355,13.08253,12.73221,9.28789,10.68736,12.47914,9.93353,19.62067,10.0052,14.40947,3.41206,8.67681,14.47374,11.53521,7.62645,10.56532,7.24219,9.92741,13.36244,7.77913,10.2853,12.58717,8.4702,9.61917,14.97435,18.78445,7.06855,7.16203,6.29629,11.7573,13.36834,17.30852,16.39423,17.94438,11.60852,14.62349,16.76426,12.89421,18.98132,15.5127,17.1576,14.05412,10.98188
"C21orf62-AS1",75.04073,70.70341,64.34885,77.08516,75.84514,75.75976,71.35023,70.60058,75.85935,54.62041,79.06116,86.34222,65.17805,93.46635,75.10237,63.42453,79.41028,64.6719,67.92916,73.99992,68.05605,78.2172,55.98804,75.03759,65.15668,58.64974,79.06915,58.62149,76.1459,56.522,71.30921,85.63453,65.98112,83.27435,76.15081,82.61591,52.26492,88.94383,86.60258,65.34369,77.23965,72.32789,60.54742,63.35663,60.00625,74.46196,79.72065,75.59279,65.00946,78.04274,58.18667,83.81387,66.91428,66.6919,50.9465,61.10593,77.08297,69.40932,79.06978,83.72534,58.15731,71.48636,60.74969,82.15391,76.44127,67.83833,103.12143,56.26665,29.74481,67.23701,74.98744,65.0154,74.29486,73.16801,87.00505,74.99463,76.78183,78.46638,83.32929,87.51572,73.58858,71.61607
"C5orf17",398.1578,375.54842,399.2568,393.73409,425.88998,378.06226,379.61861,421.71101,330.76872,321.46565,352.43527,246.53958,375.0633,286.57554,379.82655,295.81341,383.05952,351.15414,328.28012,454.15213,349.21272,377.23572,439.57929,394.07706,388.85519,381.91793,282.79346,352.73643,374.65281,339.24237,314.88089,320.41468,404.44675,305.05044,379.57683,302.9433,385.5567,342.89435,295.58286,424.78491,467.8302,280.62945,338.96386,441.85487,278.23232,505.41749,345.23901,423.18946,414.37204,444.85138,392.03543,338.06565,450.96338,287.34267,350.54488,434.35558,380.08464,332.74932,468.10714,340.76615,466.72776,530.71788,413.59671,352.64458,369.33,497.55078,331.01495,382.70434,305.68915,367.06541,76.98129,58.09823,56.78732,45.9919,66.33394,46.96952,38.1159,69.7305,70.33507,48.11748,48.19157,47.30113
