hsa-miR-101-1,hsa-miR-103a-1,hsa-miR-103a-2,hsa-miR-122,hsa-miR-124-2,hsa-miR-124-3,hsa-miR-125a-5p,hsa-miR-126-3p,hsa-miR-127-3p,hsa-miR-128-1,hsa-miR-128-2,hsa-miR-129-1,hsa-miR-130a-3p,hsa-miR-133b,hsa-miR-134-5p,hsa-miR-135a-2,hsa-miR-138-1,hsa-miR-138-2,hsa-miR-139-5p,hsa-miR-144-3p,hsa-miR-147a,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-152-3p,hsa-miR-153-1,hsa-miR-154-5p,hsa-miR-15a-5p,hsa-miR-16-1,hsa-miR-16-2,hsa-miR-181c-5p,hsa-miR-183-5p,hsa-miR-185-5p,hsa-miR-187-3p,hsa-miR-190a,hsa-miR-192-5p,hsa-miR-194-2,hsa-miR-195-5p,hsa-miR-196a-1,hsa-miR-197-3p,hsa-miR-199a-1,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-200c-3p,hsa-miR-203a,hsa-miR-204-5p,hsa-miR-210-3p,hsa-miR-211-5p,hsa-miR-212-3p,hsa-miR-216a,hsa-miR-217-5p,hsa-miR-218-1,hsa-miR-218-2,hsa-miR-219a-1,hsa-miR-219a-2,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-23a-3p,hsa-miR-24-2,hsa-miR-25-3p,hsa-miR-26a-1,hsa-miR-26a-2,hsa-miR-26b-5p,hsa-miR-299,hsa-miR-29b-1,hsa-miR-30a,hsa-miR-30b-5p,hsa-miR-30c-1,hsa-miR-30c-2,hsa-miR-30d-5p,hsa-miR-31-5p,hsa-miR-32-5p,hsa-miR-326,hsa-miR-330-3p,hsa-miR-34b-5p,hsa-miR-375-3p,hsa-miR-377-3p,hsa-miR-382-5p,hsa-miR-429,hsa-miR-455-5p,hsa-miR-485,hsa-miR-495-3p,hsa-miR-503-5p,hsa-miR-504-5p,hsa-miR-516b-1,hsa-miR-622,hsa-miR-7-2,hsa-miR-9-1,hsa-miR-93-5p,hsa-miR-98-5p,hsa-miR-99a-5p,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7c,hsa-let-7d-5p,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g
62.30367,29.47729,81.43819,19.02985,35.48459,16.31757,155.12713,21.22431,126.64089,104.90341,123.11537,195.41711,27.73447,66.95769,80.30757,7.50155,265.87681,53.11397,316.43581,9.99971,91.76874,4.23332,80.3736,191.47307,126.21422,66.6969,22.21092,23.91532,425.3849,65.29296,13.31313,112.50874,40.19498,195.00974,145.45311,8.91822,59.19927,154.83301,67.65957,139.34836,187.06495,3.43319,24.21324,103.03766,115.36216,347.93454,83.61274,460.11865,175.85203,248.35898,27.58332,2.27229,12.79007,91.27339,867.3553,84.11195,73.47548,14.05971,632.0375,305.16152,33.32947,129.43708,71.2436,36.64422,127.26758,17.65782,13.88084,20.24834,40.96892,116.3684,46.97094,55.90211,45.67319,44.46996,844.83982,47.69954,33.38228,102.2797,22.92437,42.48922,39.93804,56.73228,70.46204,9.76821,39.2247,139.51375,12.16988,378.08534,74.12236,63.29903,68.93453,48.74926,64.53615,77.5019,26.56084,13.86642,78.80842,88.73855,42.81461,104.12984
67.90943,43.32437,105.91878,16.9342,43.93175,12.3795,172.10948,15.67105,118.48083,89.78903,81.01398,180.82698,31.38693,49.00091,88.80598,3.90582,252.2455,46.09693,289.34779,36.01338,110.34802,8.61577,138.03815,159.32989,119.1496,64.55422,24.98011,24.56692,597.57921,79.35463,23.54201,115.17368,34.57067,203.74673,143.71259,6.34573,64.02967,182.98347,102.14715,141.86038,235.6845,8.52573,21.81189,92.43595,98.12434,288.86772,101.36311,453.5591,200.37385,196.97437,25.17827,13.1337,20.48541,70.50851,785.25231,87.28951,59.08319,28.92178,506.22953,259.64511,40.30699,150.85451,65.82768,36.24808,118.16418,17.78819,26.68433,15.76689,28.11957,142.3192,53.17039,39.01678,50.2594,79.73351,799.85519,73.6281,42.52298,192.34312,16.38848,40.95758,64.98998,69.96045,69.16422,5.02691,55.33897,124.39099,15.39747,450.07293,62.83092,53.28383,96.05436,39.82485,64.9815,90.23696,40.23952,9.4816,108.21278,171.16366,40.30047,167.33564
118.33074,51.96908,151.00607,18.94604,30.50195,13.79643,130.91836,8.84619,90.52475,85.50488,65.892,136.69174,30.64316,45.31216,62.75222,5.07675,184.42737,39.41934,242.81054,36.60053,92.88746,5.49318,137.21836,134.8846,99.64101,57.89239,19.28736,18.25134,795.19643,96.77642,18.50207,85.44207,27.20664,173.46639,99.21604,4.60019,47.5463,142.32837,88.97534,103.32976,208.84451,9.38919,24.43141,89.60576,73.34508,252.93717,80.83382,317.58677,148.95854,180.68845,20.19993,7.31308,16.86622,65.87181,564.86444,75.16441,47.93538,22.39156,1093.9828,258.06128,53.56663,116.75449,44.54946,35.97091,85.51794,17.36229,26.12708,17.19291,24.50142,126.97453,38.05942,40.60628,57.36812,78.59687,556.94079,47.79065,26.0779,164.91958,19.77966,31.47104,56.08317,55.71528,45.45441,2.02513,42.61322,79.93722,9.49544,428.0826,64.92093,45.54928,76.1661,44.7915,52.47563,97.09356,33.15169,10.37182,105.76882,175.48117,44.84232,179.24459
83.08414,52.25343,132.78056,16.91718,47.97772,12.23562,138.53101,12.52119,87.60519,69.75623,61.89866,174.65661,34.8127,53.03482,64.42843,9.31011,232.23349,30.31771,266.44569,47.74531,100.25362,10.72389,111.17904,164.38516,115.30518,66.27563,22.23566,16.55283,689.28494,96.44204,18.03702,84.91909,40.54223,180.95955,101.52795,3.53606,55.85882,145.96993,89.12638,130.48953,209.26061,10.13884,22.05188,86.40102,76.8295,342.32685,94.66203,408.54519,154.61373,203.1753,21.86149,6.60366,10.98945,74.6975,703.20745,84.51842,59.12146,9.38592,567.10852,261.48516,59.81647,142.20114,48.56837,42.31534,114.34205,21.81302,21.01906,20.14378,36.15788,138.62775,44.92399,44.11538,44.70836,83.68153,680.51522,59.75378,34.06282,157.02266,8.52744,32.34788,58.20855,63.43849,56.06196,6.47234,57.40951,107.44893,15.63798,424.03395,66.82338,43.79897,80.35865,38.58528,52.47431,89.78793,33.15677,8.16661,110.38691,153.70566,47.65116,174.1008
75.71769,51.92231,121.6699,16.33416,37.84408,22.69367,133.45461,12.331,82.02754,71.8558,53.92593,145.13428,14.01162,56.77875,49.99671,1.96714,190.93009,38.92161,243.07001,41.94733,94.49015,7.70796,138.98836,126.01676,96.04009,58.81385,21.26044,18.17629,613.65585,78.47738,16.27983,84.30173,23.20923,149.94422,88.96297,2.18509,52.5353,115.65481,81.56492,87.45801,205.71859,4.0267,15.80023,73.2442,60.23858,324.69948,77.02382,349.70809,131.6523,169.46188,16.90349,6.09221,10.74364,59.03718,533.46866,74.27419,49.66136,19.0428,714.40316,204.4969,47.61893,112.04876,45.83985,32.17966,96.31873,17.98087,18.34136,17.77701,20.65367,108.07088,32.73991,45.73547,41.53015,61.32192,589.18335,43.84358,29.40997,137.7233,12.56008,36.37188,57.71388,54.33747,38.97074,2.15529,33.09903,89.37616,18.19707,393.09969,43.48644,39.81874,66.6771,40.07459,46.5784,89.2501,36.15421,8.89897,96.48738,134.52862,70.28474,162.49885
58.25356,47.89373,127.31025,18.93367,29.79295,9.53475,106.09217,13.3938,81.18843,69.35119,63.47817,139.2759,27.43691,42.96808,73.20254,7.49567,170.21065,31.49815,217.34819,24.32705,94.47285,9.23593,119.28005,123.64951,90.61427,68.03009,18.24865,9.94601,693.30707,71.13726,21.82753,90.66171,31.40503,157.71494,100.6875,3.83139,48.38473,161.61678,77.45597,97.07036,187.68348,5.54533,23.80364,98.56352,71.30837,342.708,69.81686,338.55413,150.79684,168.4129,17.24374,5.8106,14.71933,56.72645,566.6342,83.35752,42.39934,14.64918,823.78444,205.41861,39.88501,117.56631,56.76497,28.58535,77.0425,13.76828,16.27567,24.17017,30.80489,120.85296,41.10752,36.45766,47.59961,71.38472,570.83874,55.16224,32.83297,124.05185,9.99149,36.02498,66.24794,60.30455,50.63646,4.89714,45.59582,109.48317,8.41109,389.81109,71.31014,39.66797,67.19906,37.32181,57.00857,73.58058,36.28232,7.91238,101.00404,151.33389,38.47786,138.77463
76.02968,47.53701,92.36917,21.23598,35.94712,15.19548,167.45663,14.61161,106.99673,84.76382,94.29583,195.30111,39.73381,51.45008,82.14576,6.4821,257.16829,31.03769,304.4697,28.6854,120.44425,9.32399,104.75774,157.67249,130.62315,80.09591,20.41696,26.66295,612.75086,72.16342,22.25815,103.78947,44.51836,214.46557,132.5544,8.97426,57.1476,200.08359,92.14539,132.46665,239.90525,5.45556,22.81697,97.22991,112.7842,329.72154,83.13854,424.49027,199.82612,253.76032,21.71127,6.65334,18.00786,63.90066,897.63423,103.66039,75.85626,25.31214,591.70831,312.06061,46.81846,150.77961,50.92759,28.13532,114.25991,16.92191,23.17636,15.17405,38.60611,140.99829,56.68088,43.66098,48.58144,78.27403,840.92774,73.42381,41.79351,114.05629,24.48867,51.98792,78.0808,55.91774,60.19598,4.31312,50.16757,133.54021,7.76057,325.91635,60.65224,55.32806,76.58261,48.34295,73.88287,80.12939,33.47268,7.80628,96.56397,120.85368,33.26692,157.62273
48.8587,36.96479,95.6514,9.49976,45.53159,14.37708,117.67671,4.5669,75.93555,77.39153,58.81846,162.2485,31.50968,58.97592,47.47812,4.8211,186.559,28.10606,204.55268,50.60543,72.82288,10.2213,125.63871,131.54315,66.07908,51.72656,13.92899,29.88135,557.51208,69.36659,15.08525,76.28904,25.77413,164.95378,95.66322,2.84439,60.02661,129.43484,63.17187,87.62443,156.63201,9.76532,24.22995,68.94606,69.68867,234.21817,65.19151,352.91989,121.34991,169.23369,15.69142,7.79098,7.36667,60.02425,587.09261,66.9612,45.54219,14.52908,485.06197,155.14194,29.8503,118.12202,41.35968,33.93935,78.89356,24.72147,6.0168,9.78492,29.89657,93.00824,36.94803,45.79551,45.22325,85.42827,581.8444,46.84833,27.29062,139.29921,12.1578,34.13643,59.06283,47.98088,44.12604,4.20135,40.94853,93.69112,8.66124,424.06002,50.57509,37.67772,73.10354,46.17878,42.89918,83.18648,47.06873,13.03681,101.04983,163.51227,53.29358,158.01127
101.75189,48.63477,128.40949,17.10622,55.93955,13.36255,135.43141,13.68409,93.31115,71.2614,58.81161,143.99404,29.41959,53.55359,71.34925,4.65592,216.92315,46.00554,251.04895,50.48764,113.68259,8.56502,117.15721,158.37062,93.05206,68.7402,24.92808,17.83695,780.70724,94.52121,25.40989,87.25591,27.88022,165.83133,124.91428,4.27968,51.69554,150.13688,90.75323,94.36007,184.61082,4.99986,16.42349,86.71103,74.46984,318.44941,84.89247,433.51857,162.12823,206.67314,27.84239,8.84563,14.61489,53.62506,718.75711,96.83655,59.7974,22.01707,764.07961,241.90814,58.27208,120.82538,64.15616,39.7689,92.0541,19.42503,19.723,16.924,30.75385,128.84977,42.19923,39.84286,55.2655,75.16391,633.79933,45.5523,32.73985,220.10577,21.78802,26.86569,82.50612,73.60245,52.32852,9.09363,26.30195,79.03648,8.34432,453.96392,57.51741,39.2069,73.08439,38.03845,60.39035,83.57023,33.00204,11.34003,133.5183,177.04046,47.10512,155.23751
68.82685,50.76155,103.83162,19.11109,47.99912,16.94058,144.49241,17.87141,118.7111,82.72802,73.05536,159.78766,34.35614,44.49737,71.48567,9.23876,232.37492,38.34754,266.67571,22.00446,98.41244,9.41029,90.76709,177.26586,125.33476,50.05526,25.96668,22.12116,616.85358,71.94116,22.8113,93.82181,32.78951,183.70914,120.26624,5.01281,59.78849,145.8062,88.20429,131.66045,219.18986,7.06126,26.3233,101.91825,100.53897,292.95321,96.73703,375.14197,175.63343,210.19682,25.66069,12.3074,23.18489,74.33935,764.12716,80.15749,62.48729,19.542,765.46995,294.85143,48.38502,113.24788,56.3966,32.41917,109.04878,16.02641,18.71431,12.97517,34.50032,134.75502,46.60795,41.505,44.78204,64.56048,680.91465,73.3424,33.74996,252.65689,13.28732,42.33522,62.10661,70.01047,58.69102,2.96883,47.35265,110.46051,14.87379,391.07189,77.88604,47.66963,83.90058,42.38736,62.98824,88.27118,29.23557,12.02005,100.03271,114.17849,47.88062,134.12034
84.05335,38.69569,87.32633,22.92159,57.4594,16.82506,176.83842,14.49159,106.3659,64.38284,75.6326,196.25607,39.72074,55.5774,73.17209,4.80811,286.21803,42.35299,290.86402,48.76546,138.2702,8.4198,212.05517,188.19516,138.22138,65.51738,22.0579,21.45862,346.43174,39.63948,20.61571,115.42084,28.93699,221.16456,139.92381,5.18687,74.66387,181.18178,116.4442,123.6786,220.25514,9.56998,21.26306,108.97814,102.73218,327.03358,103.81618,482.75856,207.73817,236.37921,28.19565,14.72232,16.29044,71.49159,709.70571,92.27936,49.60174,22.9445,930.01513,274.09622,69.98875,149.13937,72.66841,62.54761,114.74818,15.42768,18.02616,22.17751,27.6366,149.74937,52.95001,44.87765,45.33198,53.82762,810.92448,77.07356,37.22798,248.69348,17.31973,39.22138,100.00405,80.48391,57.55244,4.39336,59.00256,134.55968,10.74341,410.29182,69.06112,46.46935,96.22925,42.92561,63.66811,65.6021,37.18972,9.94511,91.48018,43.8923,45.87574,195.8468
67.60017,50.12397,116.43761,11.84045,43.74194,14.18629,100.42231,9.12345,77.66122,70.67402,53.15254,126.16783,21.67451,53.16129,60.4265,4.78786,183.32723,28.54545,224.92577,47.57178,81.23022,7.20978,157.41715,114.5254,83.84182,60.02179,22.73646,15.9074,629.33072,76.77388,19.28283,82.2185,25.42831,156.58319,113.18129,0.00167,45.13129,114.42691,67.78563,92.79753,162.22407,0.00433,16.77667,72.4895,67.84998,263.83702,72.62821,309.13524,138.71712,158.09898,20.92194,10.32604,9.00115,70.96287,536.25662,82.02031,51.58124,15.29349,537.67214,201.9352,49.80412,124.77633,44.81725,35.68478,70.14744,20.88146,24.40063,15.37861,31.91754,105.71314,29.21902,39.33796,35.14669,94.82985,497.36412,50.50921,23.68143,191.66499,14.4132,30.10653,65.02754,56.81908,36.26135,3.18189,41.20034,87.98504,3.39851,468.35157,55.04498,29.6421,67.4287,45.45679,41.41297,79.88515,31.8914,11.81579,117.38427,172.78699,47.086,161.63958
98.07929,35.86046,92.70894,17.31414,39.14281,21.27237,167.33254,13.86953,83.62252,91.63781,83.78613,168.13828,31.67522,43.31045,63.34699,1.95258,230.73021,36.68723,267.0968,30.40726,118.40462,11.12104,98.16761,156.94158,105.93792,61.38688,21.24905,10.17815,755.04833,86.49288,15.73823,87.81643,28.15805,161.368,128.83108,8.33804,48.84726,144.14716,100.80365,119.27635,214.97196,0.00191,31.44431,81.88797,84.74897,350.25003,106.59037,444.67855,180.42587,237.01281,23.109,5.55561,23.1163,76.13647,755.67219,90.07243,61.59191,17.80118,954.06331,247.03945,57.30374,116.26134,52.00606,37.4141,118.70554,19.51648,25.15564,13.75262,33.39128,122.02951,43.17824,33.1759,41.88693,55.63345,609.74805,52.18221,33.04381,278.10787,17.00609,44.07142,68.39388,77.45574,56.27363,2.24017,31.3015,121.79158,11.70737,354.73318,81.5901,42.23811,73.16517,32.09616,55.60315,65.39509,55.72686,10.59989,85.18552,121.57983,26.23056,136.9544
84.58567,48.12668,106.66877,16.66845,30.42616,19.03396,129.47553,10.15567,85.40137,80.4348,63.75157,146.11634,24.66789,64.80412,52.87185,5.16283,173.43428,36.48097,195.74799,50.41442,73.80226,10.12267,98.13764,144.45637,85.17947,39.81459,12.27163,16.63363,710.56493,68.71233,24.83593,67.33611,24.72301,129.50077,94.82458,3.32279,53.41229,133.29226,65.22287,100.42103,152.24541,4.74729,25.95932,97.88414,67.99729,307.88003,61.45494,385.69558,119.41687,193.49693,14.02913,4.19244,14.20851,60.96292,718.87182,57.0342,55.27186,9.73827,918.58513,202.36259,57.1651,105.92739,52.07845,37.66833,103.74416,19.32581,11.92102,15.60536,31.07297,97.7354,35.31323,51.23809,44.13551,47.56726,562.70924,38.42925,26.32037,161.20512,15.99786,37.98052,74.39633,48.26381,30.70883,2.10195,28.26657,79.84357,7.35602,343.6005,59.48205,37.03759,59.25478,50.64568,56.27892,92.63092,38.48221,14.25724,116.90461,166.97682,51.6323,124.32795
125.13443,39.28405,123.33048,21.00533,37.02475,18.11214,156.07421,11.54601,104.27328,81.13304,74.54862,187.56535,28.19059,51.19223,72.95684,9.91951,231.71093,44.74159,279.08882,43.06954,106.57294,9.42492,146.25641,156.58769,119.20925,68.8311,15.32201,11.78246,456.38697,61.40509,15.08766,80.65479,42.5858,211.7557,121.55945,6.73004,56.15442,162.06652,95.9625,114.59222,198.41212,9.16817,20.35745,93.46044,87.30593,311.44359,77.20018,451.15879,185.15648,217.99074,24.48858,9.39343,18.57894,52.4491,505.08644,110.76017,64.68151,24.4137,939.39738,325.96897,82.84631,118.63164,46.91887,48.31374,92.35718,18.77768,42.40249,16.7833,36.29146,128.19609,52.4156,43.88362,50.31989,63.8376,652.3628,58.51669,25.30465,205.93832,24.02717,32.16781,60.7531,72.81908,50.41473,3.38585,44.76823,118.17711,17.56259,454.25588,54.44225,48.20909,81.95986,47.45006,63.12537,70.61924,33.44272,9.89459,100.58643,106.81925,41.93898,193.43479
80.24352,40.31429,70.15871,17.25817,46.80718,10.90363,165.21177,18.56065,106.10005,72.90664,80.7159,195.47034,42.1486,44.7094,71.76647,6.9236,245.63945,40.49283,266.5938,81.41725,103.09995,8.49829,110.66302,212.40575,121.1876,63.71702,21.84658,25.14672,547.53542,68.06408,16.08611,92.55185,37.5432,187.39253,140.20936,7.36358,63.15783,161.05972,84.80486,129.81214,201.89414,6.35004,16.25622,93.58962,80.57989,337.10043,105.03863,474.59791,174.88725,213.35151,17.67513,9.15864,21.10047,51.34407,744.78389,95.67171,60.55981,16.2477,820.4188,222.57431,54.79503,140.34416,56.65018,38.8538,118.62397,18.88689,20.29348,20.5343,26.26,120.74374,46.5867,49.30486,41.75244,62.10867,689.58054,58.04754,26.34138,250.51394,18.10971,34.53017,97.96719,83.58839,51.74737,5.89778,41.113,138.90266,8.92476,324.62342,68.92518,49.65317,74.88946,40.91686,70.09682,84.9586,41.19482,10.64979,110.03136,113.69141,34.8597,150.48569
127.86465,43.10408,121.36955,9.84558,32.24731,9.25317,137.95352,11.7649,92.18708,57.77296,52.93224,105.43218,26.37165,54.79612,46.68274,7.00148,173.65292,37.84988,190.21501,35.77506,95.31754,6.17228,118.25505,169.85421,82.22245,62.62085,15.38334,20.65767,705.19145,81.17472,16.36218,72.91965,33.33022,165.91969,105.54424,2.20649,42.8415,118.30979,76.1168,88.2375,180.82002,8.09753,20.02092,100.19453,55.91886,288.52436,93.29495,401.79335,141.75639,159.72046,17.26077,6.30551,9.30246,47.39674,482.54722,75.64974,44.00314,22.41586,857.29405,220.9718,56.7502,118.0657,46.78421,44.04991,79.1756,17.35285,35.90551,11.84345,22.54083,109.30212,35.54681,48.22189,40.69956,65.73578,495.25671,48.80622,27.00234,263.41216,16.39702,24.25191,60.27769,62.7967,36.35748,5.2365,34.77739,80.83146,11.52424,452.84419,74.07997,31.24126,61.29298,36.64046,57.92806,68.97082,40.25864,12.45091,95.32422,139.05908,52.8471,177.82809
141.55518,41.63349,117.39841,20.11668,30.06771,11.65762,199.78553,25.7073,113.1535,90.08269,89.29273,211.72588,27.96854,61.76595,104.15052,4.67811,254.03166,51.2337,278.45856,42.00247,123.52172,9.01242,75.66762,181.05289,109.77151,62.98118,21.91652,21.86056,568.3448,75.3808,24.82523,110.44734,43.88143,216.50095,138.69675,5.37069,64.71909,197.70525,103.42757,134.63486,309.3825,5.10439,20.54142,110.24225,91.85605,349.43903,98.87404,516.46161,207.36214,216.9527,27.43833,8.55452,8.48823,61.86551,572.86191,100.18391,72.52385,30.17139,1326.44442,324.31319,76.1437,143.25726,65.35143,40.89026,111.10927,18.74008,42.65551,26.06957,33.54405,165.03858,51.5493,38.76579,52.90299,41.45724,755.37091,79.2701,37.16391,173.40927,20.8778,44.35386,67.08447,86.16164,67.05841,4.52615,51.59525,143.95413,8.78018,522.30282,79.16245,52.02493,69.34413,38.02975,63.52429,91.91668,32.04643,5.84328,94.69088,114.23366,40.21296,166.76373
100.19496,52.11788,126.51872,23.95781,33.74595,18.14124,167.50005,8.00383,115.62417,69.23855,78.74016,172.32753,35.13301,47.72268,76.26731,7.17146,218.00781,28.45473,293.30833,37.8416,117.9981,8.50108,116.94326,196.16051,117.4568,70.16701,19.1155,17.14263,583.68851,82.83598,23.93054,109.41711,37.31824,167.77003,130.59686,4.00545,60.2035,165.2416,111.90957,118.43432,202.87977,8.94962,19.90742,124.84861,89.44904,357.71751,99.81739,481.50969,182.64068,187.72387,20.8608,12.78837,16.15285,66.56999,693.3365,95.73624,78.38536,23.26357,880.3931,291.63035,71.56279,149.90954,66.86465,41.73672,97.21628,11.98502,33.8491,20.47056,26.29397,134.02091,52.57265,33.73465,65.98903,50.69388,711.0248,58.8526,35.272,202.57526,21.67006,49.19183,74.39144,94.13886,60.45657,4.96687,50.26638,106.37851,18.23967,317.3192,75.94577,50.75691,87.36574,45.86704,69.66725,79.70698,31.01471,9.40312,109.30535,168.83991,32.76521,151.1549
91.66366,45.76473,107.74678,12.76295,43.78908,11.83562,134.06813,10.88097,89.72164,69.51665,55.25452,159.35247,36.58047,39.45189,61.60415,5.14158,215.2769,45.85143,257.2132,56.61744,94.81979,7.57506,152.69278,172.01684,120.36015,60.85388,22.40239,24.95393,458.5819,75.03649,28.90395,93.34259,37.8635,162.84874,109.56612,2.85717,62.10914,130.40769,103.48716,83.67367,183.46711,5.73246,23.20612,80.03245,72.61693,297.08819,97.04522,395.44724,169.31894,194.7487,19.08213,8.22435,15.31188,63.29235,599.95727,77.61298,47.46617,22.36027,733.44196,243.89826,60.75936,113.80761,52.97019,47.33689,93.19398,9.39815,25.70602,16.89068,31.26985,130.09914,44.76146,40.43613,41.99078,81.58968,584.3564,62.005,30.75353,183.83547,13.6536,27.1227,73.87696,65.64096,34.75245,5.48277,45.41498,81.32668,14.06493,430.96015,82.47192,41.11559,66.65398,33.53677,53.00021,74.31973,48.30947,10.23043,119.66696,170.37849,33.6941,156.4799
53.38153,57.22726,76.31505,20.71447,49.86163,16.0011,218.13648,10.76628,138.48751,88.19763,103.42425,204.39101,40.41979,66.48394,99.29284,5.82043,310.46661,42.34214,342.54873,38.66162,95.41671,8.19489,118.33346,178.59227,154.99605,69.22211,26.01911,24.95669,404.99416,37.74807,28.9285,114.7861,42.95381,226.97031,140.3331,5.40791,56.30766,204.92005,104.41121,147.71282,252.17461,9.43797,13.02849,123.19504,144.39736,296.77022,90.44205,461.15967,201.17074,207.0979,17.79255,7.31415,20.9591,72.05899,854.02043,112.90662,82.37207,24.72542,466.21442,312.63264,60.68676,160.72266,63.74697,35.77426,122.13092,19.6909,27.18537,23.58887,45.05478,187.56663,50.05131,34.62571,56.01197,62.27403,906.70928,81.06197,42.03258,184.98087,19.64806,41.33036,43.75597,67.26724,69.11541,0.65832,67.84814,164.21651,12.11132,286.8988,75.86682,73.0891,81.70589,43.18823,56.43932,79.2613,29.42607,8.87309,90.28112,68.8109,23.74868,117.85633
94.66747,39.31703,88.87975,11.51651,47.43891,15.4877,109.61532,10.7454,78.74338,76.61226,40.36656,107.91259,30.99326,52.56531,48.1921,5.40178,159.12971,40.35905,165.87736,57.32857,95.5448,8.79302,128.06574,138.18107,64.09651,59.16063,13.69474,16.96467,975.49147,64.64218,30.11063,70.0512,13.51656,157.20239,95.76093,2.69929,53.23092,100.88124,69.25591,78.24883,190.77546,8.68574,30.74393,75.23137,42.88278,230.06807,72.57511,390.132,117.48227,143.23323,19.8887,10.55324,15.31553,56.93103,438.57693,90.37091,49.29809,21.61785,852.1112,194.33566,44.70322,103.04217,40.62535,43.84191,71.5282,16.7682,30.4266,12.68166,15.92675,85.1817,37.13149,48.61536,50.95066,77.05404,479.28648,55.1411,33.05192,299.82661,9.77047,29.3928,71.15877,61.09019,40.97926,6.61674,33.19267,69.63561,7.2529,473.95452,40.79157,27.24935,71.72137,51.18755,42.89931,72.09858,43.35417,11.4065,110.27407,154.37862,59.29157,176.51272
104.02835,36.85923,125.97817,16.72793,45.21381,16.72152,110.15432,9.06207,78.9604,57.56438,52.32204,131.80657,26.69606,52.70623,60.88369,2.05026,188.30293,20.7687,215.37953,63.70221,88.31236,8.63266,108.61153,158.39821,92.18439,55.2328,21.26786,11.25524,724.42017,76.20279,28.11435,77.44659,39.84802,153.27669,94.87893,4.94104,51.2826,127.42548,84.71735,94.95603,221.78962,9.14458,19.57457,93.98844,63.68809,373.69242,78.90779,372.16947,125.25332,173.2574,23.84281,4.55048,17.90198,62.5609,443.59636,80.60813,52.16416,19.14739,1193.78915,223.57454,78.11611,120.86922,39.45345,35.95344,90.69138,16.27982,26.4195,16.86859,26.3124,110.21735,50.74776,48.6434,41.26555,69.32718,541.05987,61.37294,28.62571,108.98527,12.67934,33.42247,59.02919,52.74178,44.13132,3.93775,34.43505,92.2743,10.94035,457.72569,65.74918,37.36783,63.59664,34.19553,53.72555,79.3495,37.67446,14.93526,99.6789,122.37183,50.32941,156.45049
65.37979,49.80121,126.59854,15.21447,35.82332,16.2178,137.6578,13.34019,103.95287,95.1883,69.26772,156.31484,24.07674,46.02024,52.22881,3.99907,184.26124,50.4758,251.68836,14.26731,74.37543,6.0975,124.42223,186.65732,96.99076,58.58623,15.6928,21.47066,743.39544,73.89387,14.183,81.90958,43.73653,166.98788,122.95932,3.38282,42.26605,145.89821,81.08662,107.32323,182.83636,0.00361,15.74883,80.22095,78.59017,343.28794,77.88226,385.14094,168.99495,194.47565,10.04308,3.24041,19.73223,57.05317,595.79066,79.88272,60.80178,13.89477,573.13064,322.4111,64.00183,135.30153,51.63587,33.47266,117.52375,12.18283,21.72811,15.61532,45.61628,118.53358,43.15293,33.19031,40.15172,73.02803,628.09909,52.01858,24.63479,195.2292,17.56249,42.75006,69.22768,61.24443,48.46879,4.30821,39.72494,88.63497,15.45859,350.13645,43.56271,44.6057,68.03919,37.23406,53.97565,77.16504,33.54948,8.07164,96.15644,151.65729,30.36658,130.17092
76.11509,48.79082,123.35828,21.98795,48.36985,16.422,173.24797,9.97822,163.74532,99.16886,96.30168,220.00498,33.40255,37.94142,78.18937,7.60016,294.52318,40.00323,384.51022,28.31894,118.25482,9.6588,182.88286,213.89113,165.78569,78.13236,37.74643,24.06765,497.31583,48.87759,22.51533,134.02836,49.51429,219.55143,127.83415,7.63262,68.48707,199.23184,137.76532,165.56177,258.03699,15.60952,17.9319,112.51202,123.21106,339.52011,122.45659,485.33764,271.28341,229.04713,25.20817,17.04963,30.76399,80.89024,671.70019,140.0857,71.59218,27.60585,916.1496,329.94819,61.65874,161.10958,75.15771,60.46009,129.87226,17.03605,30.80456,28.05914,44.63672,176.92475,74.92441,28.19983,72.60595,73.35671,837.23815,88.25941,50.66586,214.43865,16.15495,52.19979,98.2519,114.23857,68.04604,7.0355,82.93042,160.38014,25.87214,332.20606,88.84932,62.45623,97.23678,40.36223,73.4997,72.36664,32.60786,4.797,121.76424,80.51773,19.45604,188.43892
