hsa-miR-101-1,hsa-miR-103a-1,hsa-miR-103a-2,hsa-miR-122,hsa-miR-124-2,hsa-miR-124-3,hsa-miR-125a-5p,hsa-miR-126-3p,hsa-miR-127-3p,hsa-miR-128-1,hsa-miR-128-2,hsa-miR-129-1,hsa-miR-130a-3p,hsa-miR-133b,hsa-miR-134-5p,hsa-miR-135a-2,hsa-miR-138-1,hsa-miR-138-2,hsa-miR-139-5p,hsa-miR-144-3p,hsa-miR-147a,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-152-3p,hsa-miR-153-1,hsa-miR-154-5p,hsa-miR-15a-5p,hsa-miR-16-1,hsa-miR-16-2,hsa-miR-181c-5p,hsa-miR-183-5p,hsa-miR-185-5p,hsa-miR-187-3p,hsa-miR-190a,hsa-miR-192-5p,hsa-miR-194-2,hsa-miR-195-5p,hsa-miR-196a-1,hsa-miR-197-3p,hsa-miR-199a-1,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-200c-3p,hsa-miR-203a,hsa-miR-204-5p,hsa-miR-210-3p,hsa-miR-211-5p,hsa-miR-212-3p,hsa-miR-216a,hsa-miR-217-5p,hsa-miR-218-1,hsa-miR-218-2,hsa-miR-219a-1,hsa-miR-219a-2,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-23a-3p,hsa-miR-24-2,hsa-miR-25-3p,hsa-miR-26a-1,hsa-miR-26a-2,hsa-miR-26b-5p,hsa-miR-299,hsa-miR-29b-1,hsa-miR-30a,hsa-miR-30b-5p,hsa-miR-30c-1,hsa-miR-30c-2,hsa-miR-30d-5p,hsa-miR-31-5p,hsa-miR-32-5p,hsa-miR-326,hsa-miR-330-3p,hsa-miR-34b-5p,hsa-miR-375-3p,hsa-miR-377-3p,hsa-miR-382-5p,hsa-miR-429,hsa-miR-455-5p,hsa-miR-485,hsa-miR-495-3p,hsa-miR-503-5p,hsa-miR-504-5p,hsa-miR-516b-1,hsa-miR-622,hsa-miR-7-2,hsa-miR-9-1,hsa-miR-93-5p,hsa-miR-98-5p,hsa-miR-99a-5p,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7c,hsa-let-7d-5p,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g
72.93752,37.96507,129.12569,14.83678,37.16003,11.13477,159.78515,15.42254,87.97564,52.19825,52.51824,137.21945,34.93443,48.88239,77.22304,5.69788,207.27391,30.66662,237.59109,31.43189,92.2799,5.63628,101.74327,135.03089,100.51488,72.76317,11.60732,21.63809,821.10474,82.75062,27.72853,79.24462,41.2706,163.70749,113.14107,5.57024,54.42316,140.68272,78.84097,104.49002,167.38482,4.73381,23.76194,78.48676,69.04174,375.20374,99.21764,462.49212,151.06396,165.00592,20.60889,7.81906,11.40418,61.15219,661.92514,70.72242,57.45793,19.8336,1159.33744,256.26805,78.11261,117.12654,49.70269,34.19518,99.90671,9.68749,20.80469,14.99991,24.10225,109.65811,38.13938,35.65533,56.05032,37.75832,566.30739,46.27467,25.12597,189.57001,19.12014,39.03181,90.68176,68.93692,53.4082,4.89856,36.93923,92.30333,13.60627,311.97932,75.37294,38.69698,59.10053,37.95717,52.96773,84.39427,38.27281,10.48139,106.64982,153.06139,32.23028,130.43004
106.93617,54.08827,136.43268,15.94837,43.4506,14.60022,115.17672,12.71924,52.90653,59.19951,73.55988,153.34,37.16744,49.20518,41.25582,3.15181,189.081,19.568,207.77664,26.73219,70.04413,7.89622,107.69812,169.14885,64.53328,46.37234,12.54942,12.96132,613.01627,93.91112,34.97796,68.74661,27.87015,121.69564,87.82762,0.00088,28.29553,120.47099,80.77664,79.59247,175.28533,5.22061,3.19889,60.67963,68.50668,323.61409,115.39627,331.22163,128.2868,191.39297,17.22481,5.35419,10.69177,68.3826,683.08168,72.91982,45.46082,12.76173,860.4609,230.70427,47.9992,94.66602,51.30723,37.22426,90.33548,7.54192,26.16181,19.08908,17.32308,105.48031,40.43125,30.68515,29.48343,46.43138,538.87801,51.76346,20.34045,120.93342,13.58618,46.35649,69.97716,44.0412,38.62569,5.01463,27.06548,80.88366,1.59901,317.28976,51.43055,32.13961,62.99061,30.31929,52.55637,75.85667,37.11809,4.90281,93.92136,185.83516,27.06774,146.62328
35.71003,63.8921,97.04991,20.71199,44.9813,7.80156,196.5929,13.65715,242.99695,96.83837,147.11917,280.5763,49.01812,64.17976,86.8743,2.13219,602.47991,24.46542,491.60766,27.2435,148.96819,9.15765,118.88004,193.73409,274.39613,76.60481,17.87467,25.05425,544.248,33.91855,11.97969,192.45423,48.22151,364.37839,159.48794,12.65339,79.3889,225.57504,179.03169,190.16651,386.91746,21.57664,11.66558,87.47071,253.88307,264.79864,234.11476,316.18664,448.95692,499.50626,34.71265,6.32703,19.70176,108.98886,729.08335,105.71348,78.44638,56.68901,556.49181,471.64293,58.76926,136.6462,100.1352,31.02923,193.63415,17.7591,2.25363,12.48809,58.09515,226.16632,63.56975,21.47983,64.83353,29.48348,1226.22866,137.29009,71.58629,177.854,34.23687,80.1425,137.90425,158.74023,105.63738,8.20302,104.88817,191.30217,34.5085,407.20941,113.03043,146.44593,119.63425,18.1562,62.3278,88.06591,25.51337,13.57712,116.85066,50.05159,25.8312,58.21875
59.0435,49.04477,134.50622,18.7043,47.00686,9.70518,114.85821,9.38686,96.55297,65.13556,66.42695,147.87847,40.9463,34.12148,44.73596,5.05374,280.46211,34.72658,272.18949,56.54407,127.60056,5.59593,139.79204,180.45842,119.43439,41.24584,38.16291,24.56871,602.25391,82.16551,21.20382,81.50368,46.18312,170.01784,106.77161,10.9018,46.08624,171.4685,113.608,76.15232,198.89631,11.57067,13.03316,64.77448,72.70775,308.3008,118.56954,348.01506,234.53256,206.22649,13.47183,13.37396,8.47462,55.97144,733.72356,63.05546,74.77809,17.0283,699.48469,244.50961,47.00178,110.64322,58.95607,39.63183,86.29425,0.60233,20.25234,5.12222,36.09753,127.49088,53.41311,31.48307,35.46235,92.32688,672.12859,75.14462,39.31777,168.06996,15.16284,53.88795,128.32374,73.64784,48.54423,3.35456,51.85414,121.522,13.90449,253.0166,77.19836,59.48648,71.30453,33.44676,50.34966,90.09184,45.26607,5.53689,115.15576,181.40062,21.1989,147.06958
85.74402,28.42461,140.33631,8.4976,23.15546,22.18967,128.4297,24.35982,66.55154,37.43677,37.09681,136.07581,32.14491,41.87804,39.1762,3.50652,250.72806,37.27709,240.01373,50.13649,118.99186,14.75628,118.13329,136.75918,83.4615,46.68992,19.41237,14.0069,919.7032,99.6428,21.97591,68.66017,20.86104,172.56883,88.84593,4.68005,62.9717,154.67138,94.06737,97.36912,190.98798,3.67574,26.45255,52.37504,57.91755,359.82892,86.62678,498.27122,137.9308,183.66357,7.2951,4.52006,8.20635,71.85309,671.49612,62.15176,44.75487,4.23289,1312.49984,294.25592,58.97527,94.57421,57.12844,32.49504,107.04749,20.14703,27.1848,4.959,33.52216,120.67793,21.11313,57.91974,18.03087,62.31872,611.52696,41.79796,3.92121,174.54506,11.35759,111.89041,61.56454,34.87422,42.33715,0.75792,18.04043,71.96243,0.00214,294.04922,50.66947,71.53046,39.60648,31.23846,51.65563,88.69645,45.12432,19.25914,60.65979,147.99929,40.03167,147.52746
58.68896,66.61468,104.5866,45.97979,63.87972,22.2415,515.85009,27.05467,270.13608,111.386,140.13283,329.72477,136.75404,104.33677,175.53048,5.25117,897.86852,75.07531,894.85867,23.83539,315.801,11.95461,229.67842,319.25988,347.4044,73.88266,55.19917,51.26464,255.60644,31.11357,18.48057,384.20146,87.37221,503.50761,207.96673,15.12692,152.2801,451.15975,189.91004,244.80572,602.97806,34.13719,18.82558,150.19052,357.29529,247.53008,245.22135,921.84096,664.91222,561.33062,54.42751,9.35156,14.71117,294.17032,1370.6983,165.50486,92.34886,49.39925,241.09019,432.27199,36.92511,211.96106,184.25059,49.24218,216.46262,10.32269,15.34712,21.95906,98.28556,373.88484,96.89673,30.91801,90.48014,52.82079,1795.85197,216.07363,113.6932,96.98122,36.92089,147.64867,193.61368,244.50719,131.76676,22.07548,132.25196,272.83082,62.81275,570.44639,126.64321,215.27853,174.02787,34.54894,55.68966,71.87722,31.37158,8.9477,175.48774,65.08454,11.69843,75.02643
113.47055,45.0514,158.00648,18.45601,53.82118,5.74623,130.01869,14.42138,125.08343,53.04412,85.94119,151.72541,49.07073,37.03879,53.81247,2.64022,270.83749,22.30369,285.74804,58.727,114.59962,9.7669,138.34503,217.10348,98.87968,54.22834,25.12594,19.87338,604.65278,63.29571,19.53795,87.68931,22.83106,159.07865,100.65942,1.69582,50.02029,174.81301,85.1648,87.81181,227.37924,9.75572,16.70681,64.15851,81.15653,220.61587,115.76819,355.76627,173.73765,208.85706,16.91077,9.97632,7.39537,70.99817,743.35161,76.66047,60.22264,6.45462,718.4447,286.13808,87.29542,122.44933,53.73627,36.55036,130.30043,9.30942,34.05043,11.22666,28.94003,100.6013,45.40913,23.72342,35.38606,55.74023,672.64477,65.02119,32.1864,151.7644,7.85372,30.29429,88.7375,79.35014,36.45827,4.97952,49.49728,97.46851,21.96729,294.97608,44.96823,55.22849,64.7228,26.17634,53.48476,70.64759,26.37922,4.90958,98.00619,109.11534,37.44269,172.64872
68.36764,37.89896,96.51626,19.8955,48.0079,8.02656,185.47104,23.29602,161.79421,90.64965,96.09368,230.14579,43.00084,40.08222,94.68243,4.5694,444.64907,45.47643,452.6047,30.36483,169.92919,8.08225,118.34585,204.79015,158.38164,86.88996,20.76223,26.48225,793.39765,54.60622,25.65551,176.33806,59.87044,303.2177,171.30573,10.33443,86.41513,198.69904,130.34279,131.15881,313.36866,14.84921,14.84018,106.50214,164.44846,304.31761,162.09199,478.96541,333.63079,332.95891,34.25174,25.81111,15.96671,88.45886,760.19721,117.20781,84.23816,47.58109,803.73348,402.55028,50.08821,204.40628,107.33162,35.06987,142.54395,16.32733,22.14989,28.55223,35.31166,194.0128,72.4102,21.42055,53.22497,42.26951,985.82774,99.54901,46.00963,278.51993,27.00906,68.39979,154.37007,146.07483,74.30704,16.80759,81.04514,179.70553,33.54348,206.2219,93.64832,93.33106,99.8868,39.19418,81.2395,99.49557,38.27237,7.48422,95.39161,156.31001,13.00573,114.66493
94.56245,38.5937,110.8583,31.58929,47.64455,7.61044,107.96771,10.10658,154.16049,58.27453,63.6026,153.62242,27.84079,124.07463,85.43993,8.17383,396.80303,34.04994,400.83523,39.12733,144.08095,8.43757,167.15665,194.37671,188.19369,64.67215,35.98933,24.97803,736.77377,64.89698,19.01471,128.40217,28.30206,203.12133,137.52547,7.65574,65.6925,213.20288,148.91699,102.01849,289.32199,17.45898,8.07579,82.1093,126.7319,292.30255,136.07265,266.11256,287.95672,247.23521,23.50593,9.5312,16.78262,103.18002,763.42565,83.49495,53.45975,29.03862,861.27516,280.19895,73.69692,136.86766,103.96545,32.38904,137.83706,10.76383,35.9483,17.90757,36.91636,149.9461,46.99194,21.16775,43.81344,54.84926,744.42286,85.30056,45.43332,163.98626,12.30667,49.07272,136.53673,122.59339,55.02596,26.2644,55.31747,93.33473,22.55404,336.2663,70.28428,70.28652,80.46881,21.51763,59.71712,77.90759,35.84777,14.72088,137.84628,118.10873,15.5725,171.76356
156.69231,60.33934,164.07218,11.8021,39.45533,9.25495,106.3772,6.35254,95.35583,66.29425,42.6325,129.25702,27.88624,54.2293,52.79411,1.35704,214.50311,21.91413,229.78074,46.97875,80.25567,9.94042,149.69094,121.61264,80.90149,49.57584,26.05155,23.35462,738.81984,95.69984,29.46046,85.96178,28.84174,197.78264,94.52709,2.69774,41.11065,127.83314,90.52678,97.12045,206.69134,1.17589,8.74358,69.26496,73.20035,305.84156,86.86817,281.24415,148.34873,200.72507,8.88452,10.9097,8.13958,67.42206,650.61297,69.06995,52.82074,20.4685,1125.70774,238.79361,67.67903,109.44279,47.16338,41.35549,110.39372,20.30021,30.56016,20.63465,48.63128,114.79083,30.15246,41.00631,29.8056,70.24346,607.21018,65.52888,24.54567,80.54565,12.78437,44.35987,72.8796,47.4775,62.77614,5.38319,35.13864,70.2805,16.44543,316.40625,62.20184,59.5959,70.79962,34.24115,41.09696,94.75763,36.53091,4.80761,89.37265,160.52875,40.07177,185.72499
73.45084,41.08095,78.94573,13.56053,50.42666,8.19566,153.05884,22.44873,116.22313,60.52553,61.84667,212.40256,45.30832,48.54415,72.96741,5.73896,315.68408,54.61914,259.69744,56.61681,123.17324,11.84559,103.16998,216.50217,102.47371,51.66454,13.7376,39.5518,685.74463,63.10172,31.12967,67.26933,42.00129,190.77323,127.19226,6.59723,62.96132,157.49936,69.30274,113.86976,177.64901,3.03105,13.07459,59.99337,107.01312,261.94738,126.83624,441.73662,137.85327,218.87581,17.49868,16.98971,21.19885,95.46324,985.32302,70.91529,62.07744,21.65101,1093.15803,276.17566,65.88843,146.64484,49.22114,36.48504,154.30089,17.91478,18.08163,19.08048,26.23314,103.59907,49.25601,30.90522,29.60767,43.6498,768.22126,76.07001,50.92302,227.48606,17.60417,114.27396,122.99115,60.92041,59.43569,9.42973,66.94642,115.35874,7.98785,276.74316,69.46761,65.05176,74.62905,30.90495,76.86703,80.2661,47.46305,9.04026,109.41262,116.66168,28.38301,115.13314
102.16672,41.56064,142.35584,13.22511,51.4905,15.86862,106.87181,9.62321,103.4123,66.9571,77.04854,132.07998,42.59705,39.49801,52.47957,10.15962,256.84042,25.89872,316.09238,45.07808,79.6306,5.55909,124.38797,145.58012,130.88491,66.58973,23.4671,30.53875,742.54125,74.0131,26.10373,94.26134,42.72312,216.75673,76.92139,4.38755,50.03629,181.76876,108.96446,109.0086,224.20756,5.67704,8.10853,78.20225,120.15336,383.66945,91.06478,225.98806,202.51621,186.81215,23.39002,10.06453,16.71014,74.74644,861.43349,75.49381,79.84367,15.50699,1240.23417,320.72914,58.91321,132.60778,60.06667,40.38665,125.87447,11.38027,22.9091,18.60924,32.23964,155.85497,61.2083,26.78803,32.15798,54.51696,690.00276,66.7669,38.08651,180.81207,24.24761,54.11566,75.51838,68.64879,66.13362,8.62813,47.53004,113.05822,13.12874,279.09843,73.80818,66.01344,78.46683,37.46918,35.00181,84.30685,34.53332,6.62185,95.15853,149.05622,21.72206,167.06165
51.07458,41.61753,94.83133,13.55421,46.54868,14.93458,173.58289,16.00442,98.45058,63.76788,56.90352,150.10266,46.78377,39.15833,60.8718,3.17931,245.69103,33.30518,259.07297,22.10304,104.47692,4.64579,112.01434,182.24909,98.60874,55.83922,23.15161,20.70538,418.06155,57.06836,26.53198,66.77284,23.05752,158.17584,121.77507,1.47866,56.3119,132.08617,76.83233,102.29949,205.23188,10.34951,7.62041,87.04455,113.61085,188.54764,137.96302,342.00069,144.42849,172.60435,23.60155,17.68955,9.37998,59.68513,739.9786,79.95767,55.92901,18.44593,752.27417,307.98471,39.29559,121.45009,42.81007,25.44815,118.84082,13.48848,22.62217,17.01502,40.48974,145.61404,42.32508,21.14358,44.40915,50.70185,713.05274,66.10385,30.82476,249.23512,23.30277,108.40049,61.04067,53.97565,71.6799,11.27223,36.83178,100.05286,10.30761,231.6663,51.90107,52.35789,80.52835,35.41913,63.61384,57.85225,42.35446,13.51815,70.1063,114.85068,13.34417,186.74917
118.75061,35.26271,107.97393,14.44144,58.11072,5.21806,89.40755,5.64156,89.32033,64.26989,54.81105,135.16451,38.57392,50.81103,23.0062,4.57007,219.59769,23.8236,208.19456,76.82137,110.1125,10.33632,94.28405,162.29763,70.59565,56.2639,16.48294,5.59708,398.27871,67.39678,32.42561,60.13624,20.93208,152.11599,117.83164,1.98536,54.70486,154.26347,87.77748,96.0058,204.20567,0.62453,12.12916,71.65165,55.67454,321.07492,104.60397,296.33144,141.82976,184.67909,8.82964,11.26432,9.55645,32.62294,687.18419,75.20984,41.44052,21.05175,1180.10906,243.34571,72.47015,81.23692,44.1017,40.36669,114.88645,20.88383,13.74412,0.70821,26.79806,121.24989,29.20584,28.05719,16.07648,49.74529,535.2368,43.47334,18.68354,159.0455,14.07908,58.34566,116.30836,49.09974,44.34161,4.24713,35.68236,99.01521,6.90071,225.0491,74.79027,33.58333,49.71434,28.0763,41.99779,52.43656,39.70037,6.31535,102.42853,127.80073,20.84033,137.75759
120.58079,59.35687,144.607,24.69394,29.94868,6.33786,126.74673,8.92077,103.63691,61.98409,51.90008,125.5927,36.59824,42.69356,64.25158,5.89199,241.23321,19.18752,258.41975,38.61228,101.79623,4.59533,128.90008,185.39061,110.43394,59.55634,32.69454,20.81043,725.41,93.91753,43.15817,88.64187,52.92304,154.60716,107.32917,1.40246,57.7073,172.44129,100.37607,129.58484,205.44942,7.27,13.04809,87.85618,70.30167,261.35659,109.99007,265.09604,181.74501,220.02733,26.77555,12.43245,10.05699,62.86428,756.49862,94.72029,77.94965,18.28581,1368.24573,260.90075,65.15014,96.29927,53.8115,44.88844,91.04444,3.85489,33.76269,23.43026,32.76354,120.42057,36.38761,28.81318,30.49776,60.89328,509.5725,43.46137,33.70902,131.48826,13.58682,39.05769,82.103,69.12292,55.36134,11.88981,51.99301,87.44611,14.78418,303.43832,68.08553,44.20936,64.20496,30.81716,56.48087,76.43324,43.67988,8.72187,99.6395,189.25664,23.90811,211.25656
116.20973,46.72922,135.35,21.36351,61.24252,8.21582,140.7842,1.54525,146.1205,65.57195,63.06202,202.19612,39.60326,54.85961,65.33331,2.01228,363.33616,48.5405,364.89555,62.79548,113.5249,13.28325,200.00937,233.13304,136.23458,49.79544,24.93846,23.04534,568.98532,52.32754,20.35264,124.51783,34.76541,204.79475,155.27747,12.41106,63.67943,185.38439,149.90722,96.20877,309.88139,10.50203,12.97087,88.37007,142.33808,313.88404,133.48066,359.01422,246.44562,270.78111,35.65952,26.4134,9.38943,93.2641,622.42581,92.70492,30.40001,38.79276,1141.90387,303.60291,64.50396,130.27322,70.64043,53.00635,106.61263,6.27725,36.85294,19.54579,35.26064,162.52583,68.21419,20.65667,56.81493,58.80388,779.05251,88.62558,50.3002,244.76664,14.41999,57.67092,97.02755,120.54866,47.00537,9.67888,73.99607,89.8362,18.2157,477.22136,98.68053,76.54855,69.90853,34.4362,52.68224,101.85459,44.57402,7.66865,109.98558,119.6734,17.55228,151.22196
81.63598,36.36829,71.87918,18.99968,39.58625,5.98425,211.78798,19.11881,121.9455,62.73401,79.20907,229.56481,56.99529,50.30678,95.35791,0.0011,314.9204,63.74306,304.77494,35.11699,103.61809,15.48307,114.7339,272.18481,128.20467,67.8666,14.81281,35.67499,500.122,46.46388,10.70875,123.1294,25.85828,173.87086,160.98769,5.57921,56.72923,165.61663,90.97678,143.74063,236.06459,6.85309,9.44587,100.0683,108.33268,376.27864,73.91934,554.38598,173.49794,200.60234,26.22602,19.91162,17.3888,103.92869,866.31423,97.75359,67.32179,23.01281,885.78135,417.67164,86.4949,175.38381,70.40676,31.93705,126.33004,16.02679,32.31692,10.3338,41.37519,138.44936,50.54204,17.39446,31.49633,44.67996,945.95062,69.74489,42.52675,386.6859,25.172,171.70902,79.86246,87.64314,68.2461,4.29643,49.81843,129.0353,11.18921,165.84418,63.58378,68.4264,73.90795,22.59759,76.30009,55.31438,49.8751,7.98499,71.9132,91.32212,18.79244,133.08202
55.5745,53.94615,73.82702,18.66616,55.06145,10.9033,186.0686,27.53189,117.65547,88.58975,60.2147,204.84345,54.90178,33.84325,62.17507,3.98221,262.13483,60.07446,313.23323,37.58103,135.71273,0.65479,124.63142,252.28045,105.73207,60.44839,26.91898,22.45011,446.95763,39.76308,21.1424,105.17352,23.90619,172.03933,141.31297,3.38293,72.53306,171.7196,81.51273,107.4434,183.53191,2.37339,6.36946,90.59342,105.60279,290.28933,139.12238,497.86882,218.22799,211.671,17.86671,33.67473,20.42719,95.25037,1049.90156,85.84683,99.57457,24.82852,920.3269,305.54172,47.49605,140.6757,50.4298,28.57465,167.00672,15.81833,18.24845,20.06852,39.40712,127.92103,50.73605,36.03247,33.87299,37.82748,853.01572,69.63547,42.6648,279.90579,13.19483,73.00701,125.19168,80.41573,66.80326,3.63319,48.01795,132.43326,0.01311,286.53799,61.13867,60.90502,69.82694,32.51483,70.58481,59.77204,34.76941,3.71323,73.00687,105.74753,23.90618,148.51206
107.37227,70.35798,149.43385,24.53677,50.84214,11.10087,145.13978,22.4493,94.58187,77.85509,70.3765,165.92071,35.3795,41.26554,74.16234,7.52249,269.80681,47.08705,257.84192,36.85851,129.00154,5.25473,127.62974,160.368,112.41425,49.9998,20.94758,29.45183,772.32855,79.1063,25.64377,88.13153,37.82339,194.55995,132.90353,9.64247,59.12718,152.44906,83.84296,139.16316,212.00799,8.7213,16.42038,73.3768,99.04435,269.36951,131.76987,297.68819,187.62336,194.79976,29.40061,23.74268,12.96687,72.64849,730.42269,100.83356,66.51186,20.92136,1093.8949,361.30454,55.08616,151.89413,70.15501,40.87772,111.7243,16.17791,47.37012,22.74312,28.84653,123.24489,53.3772,24.19055,49.03633,92.78107,685.72846,64.36164,37.87569,219.88868,17.97862,80.54916,74.44177,82.0895,57.44469,7.49103,51.5404,98.09006,15.48995,388.36228,58.65474,57.49715,85.56058,40.66173,70.67849,105.74359,33.10743,8.45399,120.24238,219.30522,27.43628,194.29452
67.46118,46.44506,140.17351,15.61414,47.41746,1.3637,117.00874,1.73943,48.58049,60.01157,53.16334,121.43796,39.17707,35.46298,53.5851,1.39221,212.99663,31.3679,227.1584,32.73886,101.47719,7.20302,124.49089,116.87056,116.02451,60.29909,29.89391,18.25036,741.52038,134.63682,24.19919,87.13729,51.15514,172.75414,96.07521,0.53985,57.32337,157.49225,101.76073,88.99767,201.59765,0.00369,24.74326,74.72452,84.90886,243.51374,118.99272,287.81426,170.90226,164.41454,14.14459,19.10108,8.57914,74.49034,682.40763,85.36715,82.64689,20.35228,933.29934,251.85515,55.14037,108.91131,53.63479,41.35063,105.57466,3.2376,23.68032,16.80126,37.95988,130.17758,45.97589,36.61063,26.72379,87.78774,563.48126,46.82775,30.91751,100.11895,13.03087,47.24183,64.96139,65.12225,45.84613,0.10968,45.98865,99.61353,7.02452,339.899,42.24392,21.48149,66.35742,28.47199,65.53473,80.46138,17.93591,2.73023,69.294,178.88678,15.18528,173.5419
149.56737,32.58783,149.31472,12.48793,42.83804,5.09274,77.19975,4.77375,71.42174,50.74247,38.72274,88.23015,21.47546,40.39416,37.55819,2.07584,189.75738,22.3991,195.83596,38.58447,92.61144,9.90583,147.07591,149.34738,81.02127,56.95275,28.35105,14.85841,704.83703,90.54931,40.08409,54.98656,30.29516,125.42094,76.72793,4.30942,57.45576,130.70964,88.26344,61.62306,160.54882,7.3693,12.31121,70.21119,41.9857,311.52189,104.40231,251.32211,148.54845,126.34548,14.24619,11.01672,9.04502,46.92014,735.0635,63.04605,49.74616,5.94633,1253.9912,161.75811,72.2822,116.31414,43.58345,55.13857,93.06613,9.22315,18.06985,13.81556,29.38035,87.42058,48.88206,32.78259,35.37836,82.20673,439.18139,58.42752,25.75876,126.9383,12.0211,31.11593,74.57866,65.86509,44.03351,5.39807,37.28446,61.02685,6.21383,305.79825,55.04251,23.82454,71.35725,31.26164,47.32502,72.8127,38.46092,19.08882,136.53232,242.56294,27.03907,248.50011
81.75107,58.38255,136.8562,10.65511,41.52457,10.34457,98.6238,10.80776,113.06493,68.71877,48.28388,125.18038,46.21519,24.70894,66.35023,0.55691,212.96744,33.02112,238.08253,31.67079,93.95954,6.18961,154.9007,149.59444,107.19842,55.49927,24.2639,20.40187,511.65305,53.51664,25.03479,84.75318,28.89948,162.34338,105.11237,3.71682,56.6306,137.51608,99.44194,104.03012,199.87021,20.93827,19.17827,72.27843,71.95818,237.18255,100.10969,267.77987,167.59147,167.65593,21.3249,9.12513,13.21319,59.45337,812.64415,87.54374,64.47262,19.52467,708.69382,219.80345,48.82176,112.72816,55.68704,36.36815,106.67859,10.39937,23.67028,15.0712,24.68951,118.19126,52.02627,27.50427,54.00224,74.41586,553.97753,73.20373,33.27748,144.67383,21.90956,41.80806,89.14387,78.14128,51.91924,6.8221,42.38045,96.12205,12.06516,354.90122,75.42482,64.75975,73.73894,28.18295,49.44666,86.4456,35.8419,5.6905,95.06908,184.06596,22.90176,179.15602
39.0959,46.39995,46.27737,11.2978,42.54158,9.6384,224.28146,19.48121,105.21903,100.20988,61.18562,240.45094,50.66977,63.88347,66.31136,3.20423,426.21657,51.50889,213.7501,54.90233,162.52122,11.05045,47.12817,251.24145,123.54785,71.26131,11.65198,49.27041,461.66899,26.66119,23.72586,129.40199,45.82851,228.98908,163.00461,7.4552,82.23216,188.43662,51.17819,195.28476,194.7968,1.67223,13.74091,64.61378,153.68993,262.08001,72.43317,426.16582,149.03515,295.62243,17.99152,31.80424,18.14308,128.2298,986.60906,71.76019,93.8968,23.70942,835.54243,347.62843,28.64986,128.62145,47.7935,20.47324,168.54609,32.57256,23.92708,12.76478,49.89758,128.91032,37.47123,20.22437,35.71298,37.02469,1002.97279,81.64891,46.82984,459.35733,16.77985,191.10542,60.63207,54.7169,86.67197,9.74132,83.72009,130.27722,3.12411,140.71722,81.38377,98.35022,41.5968,33.39321,50.436,75.81844,33.55621,1.81355,70.49496,93.07138,25.27408,96.26727
140.00076,65.75131,144.76456,16.29949,37.17763,9.99911,121.43345,11.4744,92.31543,62.99369,63.09116,143.35706,31.27651,34.43102,57.24377,8.83826,227.37372,27.03478,233.83486,23.57865,121.14457,2.25812,125.69582,180.97634,111.5631,72.2763,24.34606,27.64357,1073.33965,90.4427,44.60287,75.87446,62.51004,156.89695,101.98049,3.88702,56.10476,177.93836,80.69495,117.48473,246.5111,15.78974,17.15839,69.13568,79.17999,322.12645,135.50368,282.22623,166.26166,173.20702,19.50426,20.72009,17.03525,55.31895,1003.80984,93.99453,56.9506,19.2414,1584.03532,238.44356,69.73545,123.17403,64.20183,47.02308,114.43556,14.89142,46.18415,14.66598,30.36018,118.81331,52.29867,27.13608,49.21216,81.09868,535.81081,69.96253,47.31482,187.15002,11.02272,48.64099,102.68863,72.16044,48.97059,7.02887,44.05359,105.80004,12.0399,242.14032,61.14358,51.49068,63.74342,49.82282,67.99061,96.72589,39.67484,7.53714,120.80685,188.01461,18.115,223.97654
87.81999,46.02058,92.87481,12.89918,50.05487,4.59224,117.02347,5.15863,89.68812,76.69652,63.17811,133.13409,28.61635,31.25631,51.36409,5.38242,186.93578,30.08961,209.36947,75.47011,105.45475,7.12362,119.68669,211.696,92.98279,47.01572,16.55501,20.78952,561.23831,59.60602,26.82344,60.03848,54.35831,150.08366,94.28511,2.16581,36.89303,144.59476,76.39914,87.82851,169.60841,0.93328,27.84536,53.19482,79.33708,207.11447,81.79474,346.61642,104.96123,161.29949,12.36077,8.34086,15.20103,79.58279,813.7618,63.05886,64.30296,15.8953,1205.66168,179.33639,53.17091,97.78944,60.70041,34.32385,92.20613,11.35079,26.5261,11.08831,24.71957,107.56254,26.62367,38.96226,22.87755,62.32708,519.14986,57.80582,37.26415,179.43163,11.8148,45.7912,96.0602,51.90182,44.71988,7.97084,29.25486,77.85173,7.77908,324.7769,62.77764,50.05955,52.5046,32.74023,81.11649,87.42185,31.6797,13.38989,100.77977,176.32594,21.05487,150.68272
